Name,Ensembl ID,Biotype,Total exon reads,RPKM,TPM,CPM
rpl24,ENSDARG00000099104,protein_coding,256,80.3564228219,369.6015372196,250.2279047359
cep97,ENSDARG00000102407,protein_coding,0,0,0,0
nfkbiz,ENSDARG00000102097,protein_coding,18,4.9441620457,22.7408068724,17.5941495517
CU651657.1,ENSDARG00000099319,protein_coding,0,0,0,0
eed,ENSDARG00000099640,protein_coding,11,3.3592322526,15.4508794796,10.7519802816
hikeshi,ENSDARG00000104071,protein_coding,5,2.1259292164,9.778268853,4.8872637644
tmem39a,ENSDARG00000102746,protein_coding,10,1.7384647787,7.9961157062,9.7745275287
ildr1a,ENSDARG00000103929,protein_coding,3,0.5846879921,2.6892882121,2.9323582586
si:zfos-1011f11.2,ENSDARG00000101073,protein_coding,0,0,0,0
gpa33a,ENSDARG00000100223,protein_coding,58,8.0123910024,36.8532088327,56.6922596667
FP067451.1,ENSDARG00000096573,antisense,0,0,0,0
f7l,ENSDARG00000100782,protein_coding,14,2.6382263057,12.1345931522,13.6843385402
f7,ENSDARG00000034862,protein_coding,5,1.4948490676,6.8755986628,4.8872637644
f7i,ENSDARG00000075827,protein_coding,12,2.6307404588,12.1001617975,11.7294330345
f10,ENSDARG00000088581,protein_coding,73,14.4778352272,66.5911941779,71.3540509599
prozb,ENSDARG00000076900,protein_coding,2,0.7120953162,3.2753016408,1.9549055057
pcid2,ENSDARG00000013802,protein_coding,1,0.2462825103,1.1327830584,0.9774527529
cul4a,ENSDARG00000096578,protein_coding,82,20.6656962714,95.0524281869,80.1511257357
FO681286.1,ENSDARG00000109848,protein_coding,0,0,0,0
lamp1a,ENSDARG00000100181,protein_coding,7,3.1707326203,14.5838703295,6.8421692701
grtp1a,ENSDARG00000029936,protein_coding,11,3.4528150431,15.8813160524,10.7519802816
adprhl1,ENSDARG00000041589,protein_coding,0,0,0,0
dcun1d2b,ENSDARG00000041592,protein_coding,0,0,0,0
tmco3,ENSDARG00000075108,protein_coding,10,2.7068888522,12.4504083894,9.7745275287
