Name,Ensembl ID,Biotype,Total exon reads,RPKM,TPM,CPM
rpl24,ENSDARG00000099104,protein_coding,165,74.8197375884,362.6665928329,230.67513598
cep97,ENSDARG00000102407,protein_coding,0,0,0,0
nfkbiz,ENSDARG00000102097,protein_coding,1,0.3968001227,1.9233714682,1.3980311272
CU651657.1,ENSDARG00000099319,protein_coding,0,0,0,0
eed,ENSDARG00000099640,protein_coding,0,0,0,0
hikeshi,ENSDARG00000104071,protein_coding,15,9.2134368114,44.659415341,20.9704669073
tmem39a,ENSDARG00000102746,protein_coding,0,0,0,0
ildr1a,ENSDARG00000103929,protein_coding,4,1.1261973933,5.4589094356,5.5921245086
si:zfos-1011f11.2,ENSDARG00000101073,protein_coding,0,0,0,0
gpa33a,ENSDARG00000100223,protein_coding,50,9.978281502,48.3667742135,69.9015563576
FP067451.1,ENSDARG00000096573,antisense,0,0,0,0
f7l,ENSDARG00000100782,protein_coding,2,0.5444595412,2.6391069135,2.7960622543
f7,ENSDARG00000034862,protein_coding,1,0.4318957665,2.0934872421,1.3980311272
f7i,ENSDARG00000075827,protein_coding,4,1.2668008782,6.1404433254,5.5921245086
f10,ENSDARG00000088581,protein_coding,55,15.7577811838,76.3811929411,76.8917119933
prozb,ENSDARG00000076900,protein_coding,0,0,0,0
pcid2,ENSDARG00000013802,protein_coding,1,0.355782988,1.724553015,1.3980311272
cul4a,ENSDARG00000096578,protein_coding,31,11.2862454286,54.7067432658,43.3389649417
FO681286.1,ENSDARG00000109848,protein_coding,0,0,0,0
lamp1a,ENSDARG00000100181,protein_coding,0,0,0,0
grtp1a,ENSDARG00000029936,protein_coding,3,1.3603588652,6.5939380515,4.1940933815
adprhl1,ENSDARG00000041589,protein_coding,0,0,0,0
dcun1d2b,ENSDARG00000041592,protein_coding,7,3.6729993897,17.8037803535,9.7862178901
tmco3,ENSDARG00000075108,protein_coding,0,0,0,0
tfdp1b,ENSDARG00000016304,protein_coding,13,2.6919938354,13.0486455001,18.174404653
grk1a,ENSDARG00000058803,protein_coding,8,1.5410245397,7.4696615797,11.1842490172
cenpe,ENSDARG00000063385,protein_coding,38,3.5056534161,16.9926201434,53.1251828318
gas6,ENSDARG00000007804,protein_coding,0,0,0,0
pros1,ENSDARG00000068261,protein_coding,0,0,0,0
rasa3,ENSDARG00000063371,protein_coding,25,6.7493040913,32.7152593376,34.9507781788
tpp2,ENSDARG00000078751,protein_coding,12,1.7058939773,8.2688175129,16.7763735258
ENSDARG00000078878,ENSDARG00000078878,protein_coding,0,0,0,0
zgc:92518,ENSDARG00000016343,protein_coding,1,0.484677073,2.3493290452,1.3980311272
ercc5,ENSDARG00000023678,protein_coding,21,4.8058840872,23.2951045223,29.3586536702
blzf1,ENSDARG00000011299,protein_coding,16,4.1066987732,19.9060100968,22.3684980344
trmt10c,ENSDARG00000041575,protein_coding,0,0,0,0
txnl4b,ENSDARG00000058962,protein_coding,0,0,0,0
si:ch73-41e3.7,ENSDARG00000089799,protein_coding,0,0,0,0
mrpl16,ENSDARG00000075325,protein_coding,26,6.5150049653,31.5795634842,36.3488093059
mrpl39,ENSDARG00000041570,protein_coding,10,2.9505265922,14.3018067255,13.9803112715
CU571081.1,ENSDARG00000113329,protein_coding,0,0,0,0
dre-mir-155,ENSDARG00000081781,miRNA,0,0,0,
jam2a,ENSDARG00000058996,protein_coding,0,0,0,0
atp5pf,ENSDARG00000014313,protein_coding,18,9.1202269448,44.2076080263,25.1645602887
appa,ENSDARG00000104279,protein_coding,446,57.2747453905,277.6224220461,623.5218827097
cyyr1,ENSDARG00000103783,protein_coding,11,2.9352096508,14.2275623737,15.3783423987
adamts1,ENSDARG00000103519,protein_coding,6,1.7133759684,8.3050842564,8.3881867629
adamts5,ENSDARG00000100307,protein_coding,5,1.3882363923,6.7290661352,6.9901556358
gart,ENSDARG00000101089,protein_coding,0,0,0,0
n6amt1,ENSDARG00000115421,protein_coding,0,0,0,0
CU611053.1,ENSDARG00000115673,rRNA,0,0,0,
CR450787.2,ENSDARG00000116514,rRNA,0,0,0,
CR450787.1,ENSDARG00000103469,processed_transcript,0,0,0,
CZQB01066256.1,ENSDARG00000117321,lincRNA,3,1.7184005314,8.3294393422,4.1940933815
runx1,ENSDARG00000087646,protein_coding,0,0,0,0
dre-mir-459,ENSDARG00000080051,miRNA,0,0,0,
urp2,ENSDARG00000067781,protein_coding,0,0,0,0
clic6,ENSDARG00000099108,protein_coding,0,0,0,0
atp1a1a.4,ENSDARG00000001870,protein_coding,352,61.5113852483,298.1582831944,492.1069567574
atp1a1a.1,ENSDARG00000002791,protein_coding,382,69.6514321338,337.6147577106,534.047890572
atp1a1a.2,ENSDARG00000007739,protein_coding,18,4.2474750676,20.5883816299,25.1645602887
atp1a1a.3,ENSDARG00000039131,protein_coding,7,1.6740422685,8.1144257565,9.7862178901
atp1a1a.5,ENSDARG00000040252,protein_coding,11,2.249815146,10.9053148246,15.3783423987
si:ch211-132g1.3,ENSDARG00000089477,protein_coding,49,12.1189213798,58.7428941516,68.5035252304
si:ch211-132g1.6,ENSDARG00000093102,protein_coding,0,0,0,0
si:ch211-132g1.4,ENSDARG00000095102,protein_coding,0,0,0,0
si:ch211-132g1.1,ENSDARG00000040250,protein_coding,0,0,0,0
si:ch211-132g1.7,ENSDARG00000075505,protein_coding,4,1.0327818131,5.0061049847,5.5921245086
slc5a3a,ENSDARG00000010376,protein_coding,0,0,0,0
oxgr1a.1,ENSDARG00000033684,protein_coding,0,0,0,0
oxgr1a.3,ENSDARG00000040247,protein_coding,0,0,0,0
oxgr1a.2,ENSDARG00000078743,protein_coding,0,0,0,0
mbnl2,ENSDARG00000018460,protein_coding,107,14.453499352,70.0590717562,149.5893306052
rap2ab,ENSDARG00000040246,protein_coding,0,0,0,0
kpnb3,ENSDARG00000040245,protein_coding,83,15.2870942134,74.0996767883,116.0365835536
CR352215.1,ENSDARG00000082290,snoRNA,0,0,0,
farp1,ENSDARG00000074381,protein_coding,211,30.0499785233,145.6584008045,294.984567829
si:ch211-235f1.3,ENSDARG00000095179,protein_coding,0,0,0,0
CR352215.2,ENSDARG00000084484,rRNA,0,0,0,
ggact.3,ENSDARG00000070579,protein_coding,0,0,0,0
ggact.2,ENSDARG00000038248,protein_coding,3,1.0463831807,5.0720335994,4.1940933815
ggact.1,ENSDARG00000070581,protein_coding,0,0,0,0
CU986306.1,ENSDARG00000096559,antisense,0,0,0,0
gpc6a,ENSDARG00000103156,protein_coding,13,5.0256767644,24.3604846472,18.174404653
gpc5a,ENSDARG00000103647,protein_coding,3,1.4335769571,6.9488411393,4.1940933815
dre-mir-92a-1,ENSDARG00000104805,miRNA,0,0,0,
dre-mir-19b,ENSDARG00000100273,miRNA,0,0,0,
dre-mir-20a,ENSDARG00000104910,miRNA,0,0,0,
dre-mir-19a,ENSDARG00000099103,miRNA,0,0,0,
dre-mir-18a,ENSDARG00000098078,miRNA,0,0,0,
dre-mir-17a-1,ENSDARG00000104155,miRNA,0,0,0,
CABZ01113467.1,ENSDARG00000117575,lincRNA,0,0,0,0
CABZ01063288.1,ENSDARG00000088916,rRNA,0,0,0,
slitrk6,ENSDARG00000098769,protein_coding,31,6.2262937506,30.1801210921,43.3389649417
FP009765.2,ENSDARG00000104115,rRNA,0,0,0,
FP009765.1,ENSDARG00000102013,lincRNA,0,0,0,0
FO744838.1,ENSDARG00000117775,lincRNA,0,0,0,0
FQ790365.1,ENSDARG00000082581,rRNA,0,0,0,
spry2,ENSDARG00000078308,protein_coding,20,6.802781381,32.9744747141,27.960622543
ndfip2,ENSDARG00000033928,protein_coding,77,10.9881382655,53.2617567873,107.6483967907
tuba8l2,ENSDARG00000031164,protein_coding,43,20.7895272209,100.7710965962,60.1153384675
stk16,ENSDARG00000037777,protein_coding,13,5.2355117221,25.3775976659,18.174404653
atic,ENSDARG00000016706,protein_coding,14,3.3287255577,16.1350145748,19.5724357801
mnx2b,ENSDARG00000030350,protein_coding,1,0.6782113208,3.2874291848,1.3980311272
fn1b,ENSDARG00000006526,protein_coding,395,33.7024439701,163.3626489311,552.2222952249
cpo,ENSDARG00000077688,protein_coding,5,2.4309254561,11.7831935934,6.9901556358
nrp2a,ENSDARG00000096546,protein_coding,80,11.4960373972,55.7236479075,111.8424901721
pard3ba_1,ENSDARG00000092671,protein_coding,28,6.0784618963,29.4635498154,39.1448715602
pard3ba_2,ENSDARG00000113935,protein_coding,4,5.7660475395,27.9492134385,5.5921245086
abcb6a,ENSDARG00000063297,protein_coding,6,1.5885451202,7.7000035668,8.3881867629
cnppd1,ENSDARG00000027078,protein_coding,28,4.284446605,20.767590244,39.1448715602
prkag3a,ENSDARG00000017537,protein_coding,0,0,0,0
retreg2,ENSDARG00000063270,protein_coding,64,18.1895832167,88.1686354815,89.4739921377
mdh1b,ENSDARG00000018008,protein_coding,0,0,0,0
fastkd2,ENSDARG00000074031,protein_coding,1,0.3635641887,1.7622700888,1.3980311272
gtf3c3,ENSDARG00000043247,protein_coding,7,1.8653124459,9.0415514824,9.7862178901
LO018629.1,ENSDARG00000113848,protein_coding,4,1.4302964606,6.932939901,5.5921245086
hecw2b,ENSDARG00000063253,protein_coding,7,4.0511822898,19.6369103307,9.7862178901
klf7a,ENSDARG00000073857,protein_coding,14,3.6953351968,17.9120465854,19.5724357801
CU571320.1,ENSDARG00000107682,rRNA,0,0,0,
si:ch211-93g23.2,ENSDARG00000070558,protein_coding,0,0,0,0
ube2f,ENSDARG00000025754,protein_coding,7,2.3125142035,11.2092299985,9.7862178901
AL929396.1,ENSDARG00000096530,lincRNA,0,0,0,0
CU302223.1,ENSDARG00000116636,rRNA,0,0,0,
erbb4a,ENSDARG00000063207,protein_coding,17,2.8792739014,13.9564303394,23.7665291616
CU928069.1,ENSDARG00000095087,processed_transcript,0,0,0,
CU929161.1,ENSDARG00000096610,processed_transcript,0,0,0,
CABZ01075319.1,ENSDARG00000117465,lincRNA,0,0,0,0
CABZ01075316.1,ENSDARG00000102217,snRNA,0,0,0,
ENSDARG00000090408,ENSDARG00000090408,protein_coding,44,6.477704057,31.3987583419,61.5133695947
lancl1,ENSDARG00000013741,protein_coding,1,0.2507379466,1.2153781839,1.3980311272
mylz3,ENSDARG00000017441,protein_coding,2458,1341.0852147108,6500.5147197005,3436.360510539
pcnp,ENSDARG00000037713,protein_coding,20,11.4225064562,55.367228376,27.960622543
mxa,ENSDARG00000021688,protein_coding,0,0,0,0
mxb,ENSDARG00000004953,protein_coding,0,0,0,0
efnb2b,ENSDARG00000074050,protein_coding,3,1.1495332638,5.5720231794,4.1940933815
arglu1b,ENSDARG00000018319,protein_coding,38,12.9647942275,62.8430130982,53.1251828318
en1b,ENSDARG00000098730,protein_coding,15,7.4362256498,36.0449088285,20.9704669073
BX908756.1,ENSDARG00000096630,lincRNA,0,0,0,0
BX908756.3,ENSDARG00000117359,lincRNA,0,0,0,0
BX908756.2,ENSDARG00000106375,rRNA,0,0,0,
