Probe Id	BMDS Model		Genes	Gene Symbols	BMD	BMDL	BMDU	fitPValue	fitLogLikelihood	AIC	adverseDirection	2BMD/BMDL	Flagged Hill					
ENSDARG00000016706	Linear		140622	atic	72.0432	32.0604	161.889	4.88E-04	-18.2590064	42.5180128	-1	2.247108583	TRUE	7.20038	-0.0232168			
ENSDARG00000018263	Linear		394023	pdia2	39.0457	23.7679	64.1442	0.12123959	-48.7786064	103.5572128	1	1.642791328	TRUE	32.8543	0.233444			
ENSDARG00000091609	Linear		100331208	spink4	88.1036	33.3181	232.974	0.101268455	-47.3671064	100.7342128	1	2.644316453	TRUE	21.5691	0.0956549			
ENSDARG00000055022	Linear		393967	pds5a	167.739	27.6773	1016.59	0.002648655	-28.2355064	62.4710128	-1	6.060526135	TRUE	6.68786	-0.0173569			
ENSDARG00000070055	Linear		100003895	arfip1	54.2251	28.5929	102.835	0.007720072	-13.0363064	32.0726128	-1	1.896453315	TRUE	6.17525	-0.0230773			
ENSDARG00000076928	Linear		101887161	tet2	45.8308	26.3062	79.8465	0.318744482	-24.5027064	55.0054128	-1	1.74220526	TRUE	8.18507	-0.0516279			
ENSDARG00000069910	Hill		415217	gtf2f2a	0.00779378	1.40E-09	43296.1	0.940051234	-24.0456064	58.0912128	-1	5555200.753	0	12.0168	-6.45346	8.54065	0.00834773	TRUE
ENSDARG00000037018	Linear		406666	gab1	61.6951	30.3719	125.322	0.065015459	-23.5043064	53.0086128	1	2.031321715	TRUE	5.07788	0.0362828			
ENSDARG00000076171	Linear		565077	znf827	64.969	30.7971	137.058	5.76E-04	-24.1717064	54.3434128	1	2.109581746	TRUE	7.26839	0.0357559			
ENSDARG00000036995	Linear		415167	lsm6	85.3971	33.2012	219.651	0.021356567	-37.8097064	81.6194128	-1	2.572108839	TRUE	22.3115	-0.0580313			
ENSDARG00000057303	Linear		553668	galnt7	60.0061	30.0393	119.867	2.85E-04	-30.7255064	67.4510128	-1	1.997586495	TRUE	12.2308	-0.0557168			
ENSDARG00000069116	Linear		436951	timm10	160.817	28.3793	911.3	3.97E-04	-24.8331064	55.6662128	-1	5.666700729	TRUE	8.6322	-0.0149858			
ENSDARG00000007786	Linear		415203	tmx2b	80.8799	32.9421	198.577	0.071218801	-16.8317064	39.6634128	1	2.455213845	TRUE	6.59152	0.0191037			
ENSDARG00000094133	Linear		324205	wu:fc21g02	105.969	33.3938	336.272	0.046476922	-37.2615064	80.5230128	-1	3.173313609	TRUE	16.939	-0.0453628			
ENSDARG00000006588	Linear		550501	zgc:111983	66.0332	31.1817	139.838	0.142492476	-59.0076064	124.0152128	-1	2.117690825	TRUE	64.2676	-0.243666			
ENSDARG00000010655	Hill		503713	ppm1k	3.25324	1.26E-28	8.42E+28	0.571559978	-16.7800064	43.5600128	-1	2.59E+28	0	6.17822	-3.28337	18	3.27558	TRUE
ENSDARG00000008490	Linear		436587	ltv1	1184.79	0.00363523	3.86E+08	0.00102945	-32.2000064	70.4000128	1	325918.8552	TRUE	7.61494	0.00306279			
ENSDARG00000026489	Hill		573145	khsrp	0.101573	0.0453909	0.227295	0.450097284	-30.1648064	70.3296128	-1	2.237739283	0	18.5182	-6.82297	11.8988	0.102432	TRUE
ENSDARG00000005754	Linear		799867	ptprfb	64.1512	30.8184	133.537	0.018766095	-41.3595064	88.7190128	-1	2.081587623	TRUE	25.3182	-0.0940912			
ENSDARG00000078352	Linear		100302660	lyrm4	303.162	12.0839	7605.79	0.004218734	-40.8463064	87.6926128	-1	25.08809242	TRUE	27.9096	-0.0193507			
ENSDARG00000031343	Linear		541339	rab6bb	36.7148	22.844	59.008	0.457629814	-26.4910064	58.9820128	1	1.607196638	TRUE	10.1383	0.0719736			
ENSDARG00000055945	Exp 5		323659	asph	0.0145653	1.29E-06	164.01	0.972089343	-38.1723064	86.3446128	-1	11260.29176	TRUE	28.7293	3.12E-04	4.54E-05	0.133491	
ENSDARG00000075795	Hill		558911	nol7	0.0293788	1.30E-98	6.65E+94	0.719680951	-19.8873064	49.7746128	1	2.26E+96	0	4.42709	4.03893	18	0.0296859	TRUE
