Name,Ensembl ID,Biotype,Total exon reads,RPKM,TPM,CPM
rpl24,ENSDARG00000099104,protein_coding,77,37.7897962734,268.1285178736,141.6789017782
cep97,ENSDARG00000102407,protein_coding,13,4.1388947677,29.3665441238,23.9198145859
nfkbiz,ENSDARG00000102097,protein_coding,4,1.7178426383,12.1885441564,7.3599429495
CU651657.1,ENSDARG00000099319,protein_coding,0,0,0,0
eed,ENSDARG00000099640,protein_coding,0,0,0,0
hikeshi,ENSDARG00000104071,protein_coding,7,4.6535033576,33.0178270652,12.8799001617
tmem39a,ENSDARG00000102746,protein_coding,0,0,0,0
ildr1a,ENSDARG00000103929,protein_coding,1,0.3047236175,2.162094004,1.8399857374
si:zfos-1011f11.2,ENSDARG00000101073,protein_coding,0,0,0,0
gpa33a,ENSDARG00000100223,protein_coding,32,6.9117387581,49.04059963,58.8795435961
FP067451.1,ENSDARG00000096573,antisense,0,0,0,0
f7l,ENSDARG00000100782,protein_coding,3,0.8839108418,6.2715792972,5.5199572121
f7,ENSDARG00000034862,protein_coding,0,0,0,0
f7i,ENSDARG00000075827,protein_coding,0,0,0,0
f10,ENSDARG00000088581,protein_coding,21,6.5118330812,46.203163946,38.639700485
prozb,ENSDARG00000076900,protein_coding,0,0,0,0
pcid2,ENSDARG00000013802,protein_coding,1,0.3850674129,2.7321543083,1.8399857374
cul4a,ENSDARG00000096578,protein_coding,19,7.4867440518,53.1204130283,34.9597290102
FO681286.1,ENSDARG00000109848,protein_coding,0,0,0,0
lamp1a,ENSDARG00000100181,protein_coding,17,12.039645442,85.4244427444,31.2797575354
grtp1a,ENSDARG00000029936,protein_coding,13,6.3800954747,45.2684510696,23.9198145859
adprhl1,ENSDARG00000041589,protein_coding,0,0,0,0
dcun1d2b,ENSDARG00000041592,protein_coding,10,5.6790331678,40.2942300939,18.3998573738
tmco3,ENSDARG00000075108,protein_coding,2,0.8464544932,6.0058166777,3.6799714748
tfdp1b,ENSDARG00000016304,protein_coding,0,0,0,0
grk1a,ENSDARG00000058803,protein_coding,11,2.2933156868,16.2716763981,20.2398431112
cenpe,ENSDARG00000063385,protein_coding,52,5.1920673057,36.8390795574,95.6792583437
gas6,ENSDARG00000007804,protein_coding,0,0,0,0
pros1,ENSDARG00000068261,protein_coding,0,0,0,0
rasa3,ENSDARG00000063371,protein_coding,13,3.7985157232,26.9514655124,23.9198145859
tpp2,ENSDARG00000078751,protein_coding,27,4.154187963,29.4750533564,49.6796149092
