gene.id	mod.name	b	c	d	e	f	SDres	AIC.model	lof.p	ctrl	adv.incr	bmd	bmdl	bmdu	bmr	conv.pass	hd.pass	CI.pass	ld.pass	all.pass
100000156	Exp4	0.432970118894572	0.815659828734887	NA	6.30345507183289	NA	0.554677168488841	36.26	0.965905118289715	6.3034539038	FALSE	1.4986140268852	0.627182205437124	2.74925377117813	5.74877673531116	TRUE	TRUE	TRUE	TRUE	TRUE
100000353	Exp4	0.290806427339422	0.894359291703273	NA	8.5117707847502	NA	0.196524733111063	-3.17	0.292620958993798	8.5115635418	FALSE	0.8490488790804	0.410995656672592	1.33914733180007	8.31503880868894	TRUE	TRUE	TRUE	TRUE	TRUE
100000615	Exp4	0.863938763313174	0.885916897249266	NA	8.16828488755	NA	0.231887427522062	3.12	0.46039798222463	8.16828488755	FALSE	0.331204341892523	0.156835416275917	0.530379049016408	7.93639746002794	TRUE	TRUE	TRUE	FALSE	TRUE
100000687	Exp4	0.346261106805135	0.853687515665717	NA	6.41676535726014	NA	0.21308138905618	-0.1	0.340841447925964	6.41676052755	FALSE	0.743456956951683	0.348258298332169	1.18510502700907	6.20367913849382	TRUE	TRUE	TRUE	TRUE	TRUE
100000823	Exp4	0.356542551781024	0.845598843760495	NA	6.83143309151966	NA	0.385782333253526	22.46	0.704829800133666	6.8313975348	FALSE	1.27715315357571	0.570663749840097	2.16158685572944	6.44561520154647	TRUE	TRUE	TRUE	TRUE	TRUE
100001879	Exp4	0.284323796236528	0.862206091759367	NA	7.31354682737069	NA	0.214353537192912	0.13	0.402250643049221	7.3132941648	FALSE	0.842235431771434	0.399653814399027	1.33290912098441	7.09894062760709	TRUE	TRUE	TRUE	TRUE	TRUE
100001920	Exp4	0.376104985754785	0.869159102556623	NA	6.08412593295278	NA	0.331964603792786	16.75	0.155889911014061	6.0840950138	FALSE	1.43485941596879	0.638733091817195	2.50209692521117	5.75213041000721	TRUE	TRUE	TRUE	TRUE	TRUE
100001940	Exp4	0.426049227345115	0.786024852881163	NA	6.33368193335988	NA	0.378865365420319	21.77	0.382203701564512	6.3336774078	FALSE	0.769603801842641	0.336306256835365	1.26461678755092	5.95481204237968	TRUE	TRUE	TRUE	TRUE	TRUE
100002040	Exp4	0.478653629367336	0.80195073266043	NA	9.11264055261405	NA	0.388112434760273	22.69	0.549986713781696	9.11263996805	FALSE	0.505869070924911	0.227228296578254	0.812183294726113	8.72452753328973	TRUE	TRUE	TRUE	FALSE	TRUE
100002445	Exp4	0.537405474866228	0.816290534023495	NA	6.82227443220319	NA	0.290625985510995	11.7	0.808418435285708	6.82227433155	FALSE	0.4909080449513	0.221939937817604	0.790525444504894	6.53164834603901	TRUE	TRUE	TRUE	FALSE	TRUE
