Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 03/16/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: SANT_DESeq_normData
Work Source: SANT_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/10/2022 17:45.53
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 298
Total Run Time: 17 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-109582	Hemostasis	291	307	5	5	5	4	4	4	5	4	4	22	303	4563	0.97919	0.076332	0.076332	1.3	797250;58113;378480;100004856	slc7a5;cd74a;pdgfaa;si:ch211-137i24.12	ENSDARG00000099265;ENSDARG00000009087;ENSDARG00000110069;ENSDARG00000094537	378480(-0.04256)	1.0173834675	1.203875	0.00302387	0.7104885195695714	0.7559368042300251	0.7159641093683031	0.560719885	0.701271	0.00170954	0.37852742719093196	0.432565703879578	0.40451372466563207	1.85513717	2.067135	0.00534868	1.362534216440736	1.3246536214827525	1.282534097827087					0.00302387;1.25149;1.65876;1.15626	0.00170954;0.718797;0.838628;0.683745	0.00534868;2.17896;3.28093;1.95531	3	1	3	58113;378480;100004856	ENSDARG00000009087;ENSDARG00000110069;ENSDARG00000094537	1.3555033333333333	1.25149	0.2669094277715451	0.7470566666666666	0.718797	0.08121663925781178	2.4717333333333333	2.17896	0.7096508047154835	1.25149;1.65876;1.15626	0.718797;0.838628;0.683745	2.17896;3.28093;1.95531	1	797250	ENSDARG00000099265	0.00302387	0.00302387		0.00170954	0.00170954		0.00534868	0.00534868		0.00302387	0.00170954	0.00534868	0						Hill,1(0.25);Linear,3(0.75)	1.8723654293304908	7.603379845619202	1.5804983377456665	2.4772918224334717	0.3980413578805472	1.7727948427200317	0.3211047183218203	1.7136622166781796	0.1897630063528868	0.9316767636471133	0.5198536378880794	3.190420702111921	UP	0.75	0.25	0.0	
R-DRE-114608	Platelet degranulation 	63	69	1	1	1	1	1	1	1	1	1	25	68	4798	0.94873	0.30946	0.30946	1.45	378480	pdgfaa	ENSDARG00000110069	378480(-0.04256)	1.65876	1.65876	1.65876		1.65876		0.838628	0.838628	0.838628		0.838628		3.28093	3.28093	3.28093		3.28093						1.65876	0.838628	3.28093	1	0	1	378480	ENSDARG00000110069	1.65876	1.65876		0.838628	0.838628		3.28093	3.28093		1.65876	0.838628	3.28093	0															0						Linear,1(1)	1.7111338376998901	1.7111338376998901	1.7111338376998901	1.7111338376998901	0.0	1.7111338376998901	1.65876	1.65876	0.838628	0.838628	3.28093	3.28093	UP	1.0	0.0	0.0	
R-DRE-168249	Innate Immune System	479	502	6	6	5	4	4	3	6	2	2	24	500	4366	0.49216	0.7628	1.0	0.4	100535437;100004856	ano6;si:ch211-137i24.12	ENSDARG00000061544;ENSDARG00000094537		1.19133	1.19133	1.15626	0.049596469632423784	1.1769786254163317	0.045253573285642903	0.6971350000000001	0.6971350000000001	0.683745	0.01893631960017312	0.6916555330574474	0.017278167844161096	2.0360650000000002	2.0360650000000002	1.95531	0.11420481622943322	2.0030183716993406	0.10420451413406467					1.2264;1.15626	0.710525;0.683745	2.11682;1.95531	1	1	1	100004856	ENSDARG00000094537	1.15626	1.15626		0.683745	0.683745		1.95531	1.95531		1.15626	0.683745	1.95531	1	100535437	ENSDARG00000061544	1.2264	1.2264		0.710525	0.710525		2.11682	2.11682		1.2264	0.710525	2.11682	0						Linear,2(1)	1.663797720883373	3.343471646308899	1.5090157985687256	1.8344558477401733	0.23012086563881418	1.6717358231544495	1.1225928	1.2600672	0.6708906000000001	0.7233794	1.8777852000000002	2.1943448	CONFLICT	0.5	0.5	0.0	
R-DRE-168256	Immune System	773	839	10	9	8	8	8	7	10	5	5	21	834	4032	0.71987	0.46838	0.7934	0.6	58113;567287;560933;100535437;100004856	cd74a;rnf217;pvrl2l;ano6;si:ch211-137i24.12	ENSDARG00000009087;ENSDARG00000060944;ENSDARG00000063390;ENSDARG00000061544;ENSDARG00000094537		0.92547882	1.15626	0.0109541	0.5219386392967683	0.7830884932184995	0.6206931825188868	0.545296538	0.683745	0.00290269	0.30619238432042556	0.4582637586890128	0.3645731707349383	1.5745776200000001	1.95531	0.0413381	0.8881328776128159	1.3430594289728162	1.052272473121155					1.25149;0.98229;0.0109541;1.2264;1.15626	0.718797;0.610513;0.00290269;0.710525;0.683745	2.17896;1.58046;0.0413381;2.11682;1.95531	2	3	2	58113;100004856	ENSDARG00000009087;ENSDARG00000094537	1.203875	1.203875	0.06733777877239566	0.701271	0.701271	0.024785506894155616	2.067135	2.067135	0.15814443161237532	1.25149;1.15626	0.718797;0.683745	2.17896;1.95531	3	567287;560933;100535437	ENSDARG00000060944;ENSDARG00000063390;ENSDARG00000061544	0.7398813666666667	0.98229	0.6429608410257992	0.4413135633333333	0.610513	0.3829538750667919	1.2462060333333334	1.58046	1.077358141465132	0.98229;0.0109541;1.2264	0.610513;0.00290269;0.710525	1.58046;0.0413381;2.11682	0						Hill,1(0.2);Linear,4(0.8)	1.899863488387146	9.622754454612732	1.5090157985687256	2.4772918224334717	0.35220991368341836	1.8347063064575195	0.4679794311998837	1.3829782088001161	0.2769070796709807	0.8136859963290193	0.7960948289412547	2.3530604110587454	DOWN	0.4	0.6	0.0	
R-DRE-6798695	Neutrophil degranulation	282	300	3	3	2	2	2	2	3	1	1	25	299	4567	0.52017	0.80791	1.0	0.33	100535437	ano6	ENSDARG00000061544		1.2264	1.2264	1.2264		1.2264		0.710525	0.710525	0.710525		0.710525		2.11682	2.11682	2.11682		2.11682						1.2264	0.710525	2.11682	0	1	0															1	100535437	ENSDARG00000061544	1.2264	1.2264		0.710525	0.710525		2.11682	2.11682		1.2264	0.710525	2.11682	0						Linear,1(1)	1.5090157985687256	1.5090157985687256	1.5090157985687256	1.5090157985687256	0.0	1.5090157985687256	1.2264	1.2264	0.710525	0.710525	2.11682	2.11682	DOWN	0.0	1.0	0.0	
R-DRE-76002	Platelet activation, signaling and aggregation	134	141	1	1	1	1	1	1	1	1	1	25	140	4726	0.82847	0.53344	0.53344	0.71	378480	pdgfaa	ENSDARG00000110069	378480(-0.04256)	1.65876	1.65876	1.65876		1.65876		0.838628	0.838628	0.838628		0.838628		3.28093	3.28093	3.28093		3.28093						1.65876	0.838628	3.28093	1	0	1	378480	ENSDARG00000110069	1.65876	1.65876		0.838628	0.838628		3.28093	3.28093		1.65876	0.838628	3.28093	0															0						Linear,1(1)	1.7111338376998901	1.7111338376998901	1.7111338376998901	1.7111338376998901	0.0	1.7111338376998901	1.65876	1.65876	0.838628	0.838628	3.28093	3.28093	UP	1.0	0.0	0.0	
R-DRE-76005	Response to elevated platelet cytosolic Ca2+	65	71	1	1	1	1	1	1	1	1	1	25	70	4796	0.94604	0.31689	0.31689	1.41	378480	pdgfaa	ENSDARG00000110069	378480(-0.04256)	1.65876	1.65876	1.65876		1.65876		0.838628	0.838628	0.838628		0.838628		3.28093	3.28093	3.28093		3.28093						1.65876	0.838628	3.28093	1	0	1	378480	ENSDARG00000110069	1.65876	1.65876		0.838628	0.838628		3.28093	3.28093		1.65876	0.838628	3.28093	0															0						Linear,1(1)	1.7111338376998901	1.7111338376998901	1.7111338376998901	1.7111338376998901	0.0	1.7111338376998901	1.65876	1.65876	0.838628	0.838628	3.28093	3.28093	UP	1.0	0.0	0.0	
R-DRE-1430728	Metabolism	1009	1029	20	19	13	14	14	11	20	6	6	20	1023	3843	0.70247	0.47522	0.80947	0.58	797250;569989;562402;561028;554842;30733	slc7a5;ca5a;phka1b;b3gnt3.3;acot11a;rrm2	ENSDARG00000099265;ENSDARG00000101778;ENSDARG00000105039;ENSDARG00000093521;ENSDARG00000058229;ENSDARG00000078069		1.109098145	1.0617495	0.00302387	0.7285974864480569	0.7821634044009372	0.7733017484996594	0.5902584233333333	0.644424	0.00170954	0.3279113675011272	0.42741841472039277	0.3810353296149651	2.130316446666667	1.7499600000000002	0.00534868	1.666388420713897	1.4640900222148383	1.6333011950661604					0.00302387;1.12758;0.730036;1.78479;2.01324;0.995919	0.00170954;0.672257;0.484388;0.862516;0.904089;0.616591	0.00534868;1.89131;1.10026;3.69325;4.48312;1.60861	2	4	2	562402;30733	ENSDARG00000105039;ENSDARG00000078069	0.8629775	0.8629775	0.1880076723022228	0.5504895	0.5504895	0.09348163779320597	1.354435	1.354435	0.3594577322161822	0.730036;0.995919	0.484388;0.616591	1.10026;1.60861	4	797250;569989;561028;554842	ENSDARG00000099265;ENSDARG00000101778;ENSDARG00000093521;ENSDARG00000058229	1.2321584675000001	1.456185	0.9013320671395167	0.610142885	0.7673865	0.417989555805931	2.51825717	2.79228	1.9957509801535953	0.00302387;1.12758;1.78479;2.01324	0.00170954;0.672257;0.862516;0.904089	0.00534868;1.89131;3.69325;4.48312	0						Hill,1(0.17);Linear,5(0.84)	1.6364778491319005	9.893675208091736	1.5068131685256958	2.129420518875122	0.23749046398039614	1.5661922097206116	0.526098735573774	1.6920975544262262	0.327874683129568	0.8526421635370987	0.7969280076164253	3.4637048857169086	DOWN	0.3333333333333333	0.6666666666666666	0.0	
R-DRE-211859	Biological oxidations	110	112	3	2	1	2	2	1	3	0	0	26	112	4754	0.54676	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-15869	Metabolism of nucleotides	54	54	1	1	1	1	1	1	1	1	1	25	53	4813	0.96718	0.25124	0.25124	1.85	30733	rrm2	ENSDARG00000078069		0.995919	0.995919	0.995919		0.9959190000000001		0.616591	0.616591	0.616591		0.616591		1.60861	1.60861	1.60861		1.60861						0.995919	0.616591	1.60861	1	0	1	30733	ENSDARG00000078069	0.995919	0.995919		0.616591	0.616591		1.60861	1.60861		0.995919	0.616591	1.60861	0															0						Linear,1(1)	1.593427062034607	1.593427062034607	1.593427062034607	1.593427062034607	0.0	1.593427062034607	0.995919	0.995919	0.616591	0.616591	1.60861	1.60861	UP	1.0	0.0	0.0	
