.id,chemical,median_POD,POD_med,mean_POD,ciu_POD,cil_POD,hit_confidence,lowest_conc,highest_conc
pearson_rcurvep,17betaestradiol,0.0925824224998568,0.1,0.0355457993480527,0.0925824224998568,0.000383384493983121,0.108,0.00001,0.1
pearson_rcurvep,1decanol,0.00707154671053811,1,0.0168646407424527,0.657703477557481,0.00286143753802042,0.232,0.0001,1
pearson_rcurvep,1octanol,0.415066903911792,10,0.547724781352377,3.3489817598224,0.0483994383685992,0.151,0.001,10
pearson_rcurvep,24DMP,0.462459957810528,1,0.255061552366218,0.462459957810528,0.0940406711475466,0.107,0.0001,1
pearson_rcurvep,24DNP,10,10,10,10,10,0,0.0001,10
pearson_rcurvep,34DCA,0.000685393137012227,1,0.0001730947812555,0.000685393137012227,6.34858685832332E-06,0.01,0.00001,1
pearson_rcurvep,4C3MP,0.365919234752132,1,0.235234921395593,0.600145863368672,0.00454229251659652,0.237,0.0001,1
pearson_rcurvep,4TOP,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
pearson_rcurvep,4TPP,0.534765523233723,0.974522403979182,0.284737830161374,0.974522403979182,0.00480493711693137,0.564,0.0001,1
pearson_rcurvep,Aniline,10,10,10,10,10,0,0.001,10
pearson_rcurvep,BPA,0.607787386080155,1,0.710558079771719,0.909078449999025,0.607787386080155,0.232,0.0001,1
pearson_rcurvep,BPAF,0.00849592053824255,1,0.0130449051005393,0.3970220442877,9.86678437739827E-05,0.186,0.0001,1
pearson_rcurvep,ClofibricAcid,3.26946287505133,10,0.948044993333311,5.06905232471554,0.0312010919049063,0.242,0.001,10
pearson_rcurvep,DES,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
pearson_rcurvep,DMSO,6.4093550683813,10,2.74397545447121,6.4093550683813,0.0449950147044837,0.1,0.001,10
pearson_rcurvep,Dimethylformamide,314.170529084848,1000,146.45572403707,878.968072518823,3.36751906714335,0.229,0.1,1000
pearson_rcurvep,EE2,0.000473999433072674,0.001,0.000293900923924878,0.000473999433072674,6.44549147089149E-06,0.109,0.0000001,0.001
pearson_rcurvep,Fadrozole,0.258646080334071,1,0.114806275828003,0.484700294364936,0.00423309290067572,0.245,0.0001,1
pearson_rcurvep,Fenitrothion,1,1,1,1,1,0,0.0001,1
pearson_rcurvep,Fluoxetine,0.0497017737819281,0.1,0.0164605602872023,0.0925254671801878,0.000654313986040484,0.444,0.00001,0.1
pearson_rcurvep,Flutamide,0.496801161609645,1,0.369064369316571,0.799747498095923,0.0470742540597376,0.316,0.0001,1
pearson_rcurvep,Glyphosate,0.463836760535539,1,0.138961126360119,0.767232169192006,0.00466849137660619,0.237,0.0001,1
pearson_rcurvep,Malathion,0.304923470843838,1,0.242436615899396,0.304923470843838,0.304923470843838,0.114,0.0001,1
pearson_rcurvep,Prochloraz,0.380642229101425,1,0.163571461807444,0.390908358461127,0.00862282000666627,0.365,0.0001,1
pearson_rcurvep,SDS,0.030807295126366,0.1,0.0106438196579909,0.0879982462035393,0.000468954323572564,0.24,0.00001,0.1
pearson_rcurvep,TEG,1000,1000,1000,1000,1000,0,0.1,1000
pearson_rcurvep,TGSH,0.456835133151302,1,0.0706140541756524,0.456835133151302,0.000298510256712441,0.137,0.0001,1
pearson_rcurvep,Trenbolone,0.0633003802844531,0.1,0.0384396876861096,0.0669040022795083,0.00383025650031222,0.429,0.00001,0.1
pearson_rcurvep,Vinclozolin,0.291910935553454,1,0.080009502195863,0.706890417746014,0.000649914648822207,0.36,0.0001,1
