.id,chemical,median_POD,POD_med,mean_POD,ciu_POD,cil_POD,hit_confidence,lowest_conc,highest_conc
spearman_rcurvep,17betaestradiol,0.0827957398533571,0.1,0.0131469436750001,0.0827957398533571,7.75091566284115E-05,0.119,0.00001,0.1
spearman_rcurvep,1decanol,0.0322404697420353,1,0.0398957447100195,0.640449631203169,0.000894632337106674,0.425,0.0001,1
spearman_rcurvep,1octanol,0.816403165394741,10,0.649855582722548,5.28091932600241,0.0462651247916304,0.261,0.001,10
spearman_rcurvep,24DMP,0.367128011327315,1,0.23754118670164,0.828931014920246,0.000641932768345213,0.22,0.0001,1
spearman_rcurvep,24DNP,0.817081041765709,10,0.817081041765709,0.817081041765709,0.817081041765709,0.111,0.0001,10
spearman_rcurvep,34DCA,0.000500753033016678,1,0.000500753033016678,0.000500753033016678,0.000500753033016678,0.023,0.00001,1
spearman_rcurvep,4C3MP,0.470877548073313,1,0.16036413110586,0.795534175550425,0.000947283397108909,0.339,0.0001,1
spearman_rcurvep,4TOP,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
spearman_rcurvep,4TPP,0.391195854189563,0.925772412716089,0.166206756017869,0.925772412716089,0.00575731589596394,0.559,0.0001,1
spearman_rcurvep,Aniline,10,10,10,10,10,0,0.001,10
spearman_rcurvep,BPA,0.661835082078288,1,0.661835082078288,0.661835082078288,0.661835082078288,0.119,0.0001,1
spearman_rcurvep,BPAF,0.360399134502547,1,0.125616699575393,0.684196111912329,0.000502430033258008,0.233,0.0001,1
spearman_rcurvep,ClofibricAcid,3.22390651912259,10,1.0197360211014,6.66383245469536,0.0302580504976988,0.333,0.001,10
spearman_rcurvep,DES,0.0637404887800956,0.1,0.0198565857208307,0.0637404887800956,7.90600918401362E-05,0.119,0.00001,0.1
spearman_rcurvep,DMSO,10,10,10,10,10,0.009,0.001,10
spearman_rcurvep,Dimethylformamide,326.729676702729,1000,80.7895274055695,930.810363402627,3.18013331270103,0.246,0.1,1000
spearman_rcurvep,EE2,0.001,0.001,0.001,0.001,0.001,0,0.0000001,0.001
spearman_rcurvep,Fadrozole,0.264325115572513,1,0.13834751082125,0.631813151968571,0.00730721760529742,0.346,0.0001,1
spearman_rcurvep,Fenitrothion,1,1,1,1,1,0,0.0001,1
spearman_rcurvep,Fluoxetine,0.0489517722656388,0.0910342128697055,0.0188065434148016,0.0910342128697055,0.000894168400354569,0.553,0.00001,0.1
spearman_rcurvep,Flutamide,0.436229732478961,1,0.305254414153681,0.519501263476581,0.061587002608234,0.316,0.0001,1
spearman_rcurvep,Glyphosate,0.533135441541744,1,0.174981838118962,0.949725158355327,0.00418013354977918,0.36,0.0001,1
spearman_rcurvep,Malathion,0.322952121501155,1,0.194593487236158,0.322952121501155,8.43569237276569E-05,0.114,0.0001,1
spearman_rcurvep,Prochloraz,0.365040784157072,1,0.262359720152646,0.381210089726597,0.025710685769084,0.358,0.0001,1
spearman_rcurvep,SDS,0.00645462959132253,0.1,0.00354613464444343,0.0348144034323757,5.42631156579137E-06,0.137,0.00001,0.1
spearman_rcurvep,TEG,1000,1000,1000,1000,1000,0,0.1,1000
spearman_rcurvep,TGSH,0.487025628721046,1,0.14103912608006,0.487025628721046,0.000539908531109625,0.127,0.0001,1
spearman_rcurvep,Trenbolone,0.0667221696802538,0.1,0.0515190110703321,0.0860797854535169,0.00495306310317338,0.429,0.00001,0.1
spearman_rcurvep,Vinclozolin,0.272220003348074,1,0.0620261288392069,0.736046862782508,0.000540807455298456,0.362,0.0001,1
