.id,chemical,median_POD,POD_med,mean_POD,ciu_POD,cil_POD,hit_confidence,lowest_conc,highest_conc
affected_rate_pos_dir,1-Decanol,1,1,1,1,1,0,0.0001,1
affected_rate_pos_dir,1-Octanol,10,10,10,10,10,0,0.001,10
affected_rate_pos_dir,17betaestradiol,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
affected_rate_pos_dir,24-DMP,1,1,1,1,1,0,0.0001,1
affected_rate_pos_dir,24-DNP,1.43844988828766,1.43844988828766,0.594277754492605,1.43844988828766,0.00562341325190349,1,0.0001,10
affected_rate_pos_dir,34-DCA,0.156879842525655,0.156879842525655,0.156879842525655,0.156879842525655,0.156879842525655,1,0.00001,1
affected_rate_pos_dir,4-TPP,0.142928529155284,0.142928529155284,0.142928529155284,0.142928529155284,0.142928529155284,1,0.0001,1
affected_rate_pos_dir,4C3MP,1,1,1,1,1,0,0.0001,1
affected_rate_pos_dir,4TOP,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
affected_rate_pos_dir,Aniline,10,10,10,10,10,0,0.001,10
affected_rate_pos_dir,BPA,1,1,1,1,1,0,0.0001,1
affected_rate_pos_dir,BPAF,1,1,1,1,1,0,0.0001,1
affected_rate_pos_dir,Clofibric-acid,10,10,10,10,10,0,0.001,10
affected_rate_pos_dir,DES,0.000297293983249133,0.1,0.000100534790875981,0.000364584123707073,7.91049376954302E-06,0.231,0.00001,0.1
affected_rate_pos_dir,DMSO,10,10,10,10,10,0,0.001,10
affected_rate_pos_dir,EE2,0.000660194848408189,0.001,0.000285978703912186,0.000660194848408189,4.40328528605307E-05,0.356,0.0000001,0.001
affected_rate_pos_dir,Fadrozole,1,1,1,1,1,0,0.0001,1
affected_rate_pos_dir,Fenitrothione,1,1,1,1,1,0,0.0001,1
affected_rate_pos_dir,Fluoxetine,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
affected_rate_pos_dir,Flutamide,1,1,1,1,1,0,0.0001,1
affected_rate_pos_dir,Glyphosate,1,1,1,1,1,0,0.0001,1
affected_rate_pos_dir,Malathion,0.791049376954302,1,0.360714109587674,0.791049376954302,0.0791049376954302,0.346,0.0001,1
affected_rate_pos_dir,NN-Dimethylformamide,1000,1000,1000,1000,1000,0,0.1,1000
affected_rate_pos_dir,Prochloraz,1,1,1,1,1,0,0.0001,1
affected_rate_pos_dir,SDS,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
affected_rate_pos_dir,TEG,1000,1000,1000,1000,1000,0,0.1,1000
affected_rate_pos_dir,TGSH,1,1,1,1,1,0,0.0001,1
affected_rate_pos_dir,Trenbolone,0.000338871726783875,0.1,0.000101196012963992,0.000338871726783875,4.40328528605307E-06,0.115,0.00001,0.1
affected_rate_pos_dir,Vinclozolin,0.66019484840819,1,0.111563012383726,0.66019484840819,6.60194848408189E-05,0.316,0.0001,1
