.id,chemical,median_POD,POD_med,mean_POD,ciu_POD,cil_POD,hit_confidence,lowest_conc,highest_conc
z_score_pos_dir,1-Decanol,1,1,1,1,1,0,0.0001,1
z_score_pos_dir,1-Octanol,10,10,10,10,10,0,0.001,10
z_score_pos_dir,17betaestradiol,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
z_score_pos_dir,24-DMP,1,1,1,1,1,0,0.0001,1
z_score_pos_dir,24-DNP,10,10,10,10,10,0,0.0001,10
z_score_pos_dir,34-DCA,1,1,1,1,1,0,0.00001,1
z_score_pos_dir,4-TPP,0.219570666672326,0.237960883489998,0.0382893486052155,0.708749414221201,0.000323859592001324,0.896,0.0001,1
z_score_pos_dir,4C3MP,0.902137146337241,1,0.402418915160858,0.91247049161653,0.0079143540749381,0.332,0.0001,1
z_score_pos_dir,4TOP,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
z_score_pos_dir,Aniline,2.77607092484185,10,2.40227870642937,3.89004204169346,0.293942622466743,0.372,0.001,10
z_score_pos_dir,BPA,0.928693354653989,1,0.928693354653989,0.928693354653989,0.928693354653989,0.093,0.0001,1
z_score_pos_dir,BPAF,1,1,1,1,1,0,0.0001,1
z_score_pos_dir,Clofibric-acid,10,10,10,10,10,0,0.001,10
z_score_pos_dir,DES,0.0206871507906525,0.1,0.00454873436568604,0.033153123276033,8.2671740314006E-06,0.264,0.00001,0.1
z_score_pos_dir,DMSO,0.0352545322612073,10,0.0301747403599652,0.0848682366961677,0.00655416040125892,0.022,0.001,10
z_score_pos_dir,EE2,0.001,0.001,0.001,0.001,0.001,0,0.0000001,0.001
z_score_pos_dir,Fadrozole,0.284346568024011,1,0.0353294769245033,0.284346568024011,7.39722564521352E-05,0.126,0.0001,1
z_score_pos_dir,Fenitrothione,0.00821479393346251,1,0.036685313590017,0.415880396063487,0.000880836245087921,0.158,0.0001,1
z_score_pos_dir,Fluoxetine,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
z_score_pos_dir,Flutamide,0.00557620352977399,0.00841084577354501,0.00192660387807906,0.0398460454753993,2.8553952379926E-05,0.627,0.0001,1
z_score_pos_dir,Glyphosate,0.0993435860570052,1,0.0557064884080147,0.288584604360694,0.00484112543480919,0.173,0.0001,1
z_score_pos_dir,Malathion,0.92818244277984,1,0.92818244277984,0.92818244277984,0.92818244277984,0.106,0.0001,1
z_score_pos_dir,NN-Dimethylformamide,1000,1000,1000,1000,1000,0,0.1,1000
z_score_pos_dir,Prochloraz,0.761556487972011,1,0.761556487972011,0.761556487972011,0.761556487972011,0.107,0.0001,1
z_score_pos_dir,SDS,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
z_score_pos_dir,TEG,342.476632198464,1000,109.309343131674,342.476632198464,0.0453718560796472,0.112,0.1,1000
z_score_pos_dir,TGSH,1,1,1,1,1,0,0.0001,1
z_score_pos_dir,Trenbolone,8.28076548525995E-06,0.1,1.32380030412643E-05,0.000745862256904724,3.81824075062366E-06,0.075,0.00001,0.1
z_score_pos_dir,Vinclozolin,1,1,1,1,1,0,0.0001,1
