Name,Ensembl ID,Biotype,Total exon reads,RPKM,TPM,CPM
rpl24,ENSDARG00000099104,protein_coding,249,80.5920347579,273.4319278879,246.4453466111
cep97,ENSDARG00000102407,protein_coding,0,0,0,0
nfkbiz,ENSDARG00000102097,protein_coding,3,0.8496764665,2.882774644,2.9692210435
CU651657.1,ENSDARG00000099319,protein_coding,0,0,0,0
eed,ENSDARG00000099640,protein_coding,9,2.8340140528,9.615217291,8.9076631305
hikeshi,ENSDARG00000104071,protein_coding,11,4.8226264642,16.362163526,10.8871438262
tmem39a,ENSDARG00000102746,protein_coding,4,0.7170311636,2.4327368581,3.9589613913
ildr1a,ENSDARG00000103929,protein_coding,20,4.0192503604,13.6364763342,19.7948069567
si:zfos-1011f11.2,ENSDARG00000101073,protein_coding,0,0,0,0
gpa33a,ENSDARG00000100223,protein_coding,73,10.3984628576,35.2798108991,72.251045392
FP067451.1,ENSDARG00000096573,antisense,0,0,0,0
f7l,ENSDARG00000100782,protein_coding,35,6.8008657012,23.0739157484,34.6409121743
f7,ENSDARG00000034862,protein_coding,24,7.3986200664,25.1019713614,23.7537683481
f7i,ENSDARG00000075827,protein_coding,10,2.2605228516,7.6694815216,9.8974034784
f10,ENSDARG00000088581,protein_coding,75,15.3374859049,52.036883701,74.2305260877
prozb,ENSDARG00000076900,protein_coding,9,3.3041730662,11.2103685466,8.9076631305
pcid2,ENSDARG00000013802,protein_coding,2,0.5078970742,1.7231886078,1.9794806957
cul4a,ENSDARG00000096578,protein_coding,50,12.9932662512,44.0834364252,49.4870173918
FO681286.1,ENSDARG00000109848,protein_coding,0,0,0,0
lamp1a,ENSDARG00000100181,protein_coding,5,2.3353056428,7.9232039002,4.9487017392
grtp1a,ENSDARG00000029936,protein_coding,11,3.5602906921,12.0793221155,10.8871438262
adprhl1,ENSDARG00000041589,protein_coding,0,0,0,0
dcun1d2b,ENSDARG00000041592,protein_coding,5,1.8726359553,6.3534623619,4.9487017392
tmco3,ENSDARG00000075108,protein_coding,2,0.5582292167,1.8939550464,1.9794806957
tfdp1b,ENSDARG00000016304,protein_coding,0,0,0,0
grk1a,ENSDARG00000058803,protein_coding,31,4.2622782575,14.4610191895,30.6819507829
cenpe,ENSDARG00000063385,protein_coding,99,6.5190019793,22.1176110574,97.9842944357
gas6,ENSDARG00000007804,protein_coding,12,2.537751934,8.6100618492,11.876884174
pros1,ENSDARG00000068261,protein_coding,19,3.9565902773,13.42388377,18.8050666089
rasa3,ENSDARG00000063371,protein_coding,43,8.286058211,28.1128634861,42.5588349569
tpp2,ENSDARG00000078751,protein_coding,60,6.0881112173,20.6556887704,59.3844208702
ENSDARG00000078878,ENSDARG00000078878,protein_coding,13,7.1921853547,24.4015815355,12.8666245219
zgc:92518,ENSDARG00000016343,protein_coding,8,2.7675979529,9.3898813467,7.9179227827
ercc5,ENSDARG00000023678,protein_coding,16,2.6135722906,8.8673044704,15.8358455654
blzf1,ENSDARG00000011299,protein_coding,31,5.6793037492,19.2686904837,30.6819507829
trmt10c,ENSDARG00000041575,protein_coding,1,0.3064126305,1.0395940062,0.9897403478
txnl4b,ENSDARG00000058962,protein_coding,20,6.9708873438,23.6507636421,19.7948069567
si:ch73-41e3.7,ENSDARG00000089799,protein_coding,0,0,0,0
mrpl16,ENSDARG00000075325,protein_coding,32,5.7233712636,19.4182023489,31.6716911307
mrpl39,ENSDARG00000041570,protein_coding,22,4.6332181741,15.7195407893,21.7742876524
CU571081.1,ENSDARG00000113329,protein_coding,0,0,0,0
dre-mir-155,ENSDARG00000081781,miRNA,0,0,0,
jam2a,ENSDARG00000058996,protein_coding,1,0.4380761881,1.4863009359,0.9897403478
atp5pf,ENSDARG00000014313,protein_coding,61,22.060914551,74.8480717078,60.374161218
appa,ENSDARG00000104279,protein_coding,660,60.4968526875,205.2531755923,653.2286295717
cyyr1,ENSDARG00000103783,protein_coding,25,4.7615350709,16.1548931982,24.7435086959
adamts1,ENSDARG00000103519,protein_coding,16,3.261233845,11.0646847448,15.8358455654
adamts5,ENSDARG00000100307,protein_coding,12,2.3781278785,8.0684907947,11.876884174
gart,ENSDARG00000101089,protein_coding,3,0.5405534612,1.8339849028,2.9692210435
n6amt1,ENSDARG00000115421,protein_coding,3,1.4434969478,4.8974834117,2.9692210435
CU611053.1,ENSDARG00000115673,rRNA,0,0,0,
CR450787.2,ENSDARG00000116514,rRNA,0,0,0,
CR450787.1,ENSDARG00000103469,processed_transcript,0,0,0,
CZQB01066256.1,ENSDARG00000117321,lincRNA,0,0,0,0
runx1,ENSDARG00000087646,protein_coding,2,0.502406295,1.7045595418,1.9794806957
dre-mir-459,ENSDARG00000080051,miRNA,0,0,0,
urp2,ENSDARG00000067781,protein_coding,0,0,0,0
clic6,ENSDARG00000099108,protein_coding,0,0,0,0
atp1a1a.4,ENSDARG00000001870,protein_coding,1489,185.7240215589,630.1227835043,1473.7233779276
atp1a1a.1,ENSDARG00000002791,protein_coding,631,82.1214453007,278.6208981689,624.5261594844
atp1a1a.2,ENSDARG00000007739,protein_coding,70,11.7900843024,40.0012915723,69.2818243485
atp1a1a.3,ENSDARG00000039131,protein_coding,94,16.0456298822,54.4394681936,93.0355926966
