Name,Ensembl ID,Biotype,Total exon reads,RPKM,TPM,CPM
rpl24,ENSDARG00000099104,protein_coding,323,88.805931233,318.7788600332,276.8404551545
cep97,ENSDARG00000102407,protein_coding,0,0,0,0
nfkbiz,ENSDARG00000102097,protein_coding,5,1.2029539874,4.3181383883,4.2854559621
CU651657.1,ENSDARG00000099319,protein_coding,0,0,0,0
eed,ENSDARG00000099640,protein_coding,7,1.8724240325,6.721276274,5.999638347
hikeshi,ENSDARG00000104071,protein_coding,9,3.351815662,12.0317186132,7.7138207319
tmem39a,ENSDARG00000102746,protein_coding,17,2.5886518045,9.2922562696,14.5705502713
ildr1a,ENSDARG00000103929,protein_coding,9,1.5363998278,5.515079667,7.7138207319
si:zfos-1011f11.2,ENSDARG00000101073,protein_coding,0,0,0,0
gpa33a,ENSDARG00000100223,protein_coding,124,15.0042622602,53.859483849,106.2793078612
FP067451.1,ENSDARG00000096573,antisense,0,0,0,0
f7l,ENSDARG00000100782,protein_coding,13,2.145784893,7.7025357719,11.1421855016
f7,ENSDARG00000034862,protein_coding,4,1.0474809955,3.7600506298,3.4283647697
f7i,ENSDARG00000075827,protein_coding,9,1.7282162635,6.2036262975,7.7138207319
f10,ENSDARG00000088581,protein_coding,51,8.8595112914,31.8022104011,43.7116508139
prozb,ENSDARG00000076900,protein_coding,5,1.5593261364,5.5973762256,4.2854559621
pcid2,ENSDARG00000013802,protein_coding,9,1.9414888534,6.9691922022,7.7138207319
cul4a,ENSDARG00000096578,protein_coding,61,13.4655732032,48.3361867367,52.2825627382
FO681286.1,ENSDARG00000109848,protein_coding,0,0,0,0
lamp1a,ENSDARG00000100181,protein_coding,13,5.1577911583,18.5144704064,11.1421855016
grtp1a,ENSDARG00000029936,protein_coding,22,6.0487011985,21.7124920146,18.8560062334
adprhl1,ENSDARG00000041589,protein_coding,13,4.0041629668,14.3733925002,11.1421855016
dcun1d2b,ENSDARG00000041592,protein_coding,23,7.3174180291,26.2666935115,19.7130974259
tmco3,ENSDARG00000075108,protein_coding,3,0.7112962166,2.5532776236,2.5712735773
tfdp1b,ENSDARG00000016304,protein_coding,0,0,0,0
grk1a,ENSDARG00000058803,protein_coding,30,3.5038704159,12.5775362228,25.7127357729
cenpe,ENSDARG00000063385,protein_coding,111,6.2089129892,22.2875902236,95.1371223596
gas6,ENSDARG00000007804,protein_coding,20,3.5928955649,12.8971019896,17.1418238486
pros1,ENSDARG00000068261,protein_coding,15,2.6534164315,9.5247361688,12.8563678864
rasa3,ENSDARG00000063371,protein_coding,20,3.2738305476,11.7517822898,17.1418238486
tpp2,ENSDARG00000078751,protein_coding,38,3.2753793029,11.757341721,32.5694653123
ENSDARG00000078878,ENSDARG00000078878,protein_coding,10,4.6996357166,16.8698700132,8.5709119243
zgc:92518,ENSDARG00000016343,protein_coding,7,2.0571110184,7.3842309437,5.999638347
ercc5,ENSDARG00000023678,protein_coding,26,3.607734413,12.9503677008,22.2843710031
blzf1,ENSDARG00000011299,protein_coding,50,7.7812628159,27.9317164476,42.8545596214
trmt10c,ENSDARG00000041575,protein_coding,4,1.0411500664,3.7373250491,3.4283647697
txnl4b,ENSDARG00000058962,protein_coding,7,2.072539351,7.4396126758,5.999638347
si:ch73-41e3.7,ENSDARG00000089799,protein_coding,0,0,0,0
mrpl16,ENSDARG00000075325,protein_coding,41,6.229202851,22.3604229604,35.1407388896
mrpl39,ENSDARG00000041570,protein_coding,10,1.7889851972,6.4217632074,8.5709119243
CU571081.1,ENSDARG00000113329,protein_coding,0,0,0,0
dre-mir-155,ENSDARG00000081781,miRNA,0,0,0,
jam2a,ENSDARG00000058996,protein_coding,0,0,0,0
atp5pf,ENSDARG00000014313,protein_coding,59,18.1255989193,65.0638722065,50.5683803533
appa,ENSDARG00000104279,protein_coding,618,48.1198203784,172.7314974604,529.682356921
cyyr1,ENSDARG00000103783,protein_coding,18,2.9122332801,10.4537883033,15.4276414637
adamts1,ENSDARG00000103519,protein_coding,14,2.4240226328,8.7013013752,11.999276694
adamts5,ENSDARG00000100307,protein_coding,5,0.8417258,3.0214692561,4.2854559621
gart,ENSDARG00000101089,protein_coding,10,1.5306083368,5.4942904599,8.5709119243
n6amt1,ENSDARG00000115421,protein_coding,14,5.7222829363,20.5407770169,11.999276694
CU611053.1,ENSDARG00000115673,rRNA,0,0,0,
CR450787.2,ENSDARG00000116514,rRNA,0,0,0,
CR450787.1,ENSDARG00000103469,processed_transcript,0,0,0,
CZQB01066256.1,ENSDARG00000117321,lincRNA,0,0,0,0
runx1,ENSDARG00000087646,protein_coding,0,0,0,0
dre-mir-459,ENSDARG00000080051,miRNA,0,0,0,
urp2,ENSDARG00000067781,protein_coding,0,0,0,0
clic6,ENSDARG00000099108,protein_coding,6,3.0894996537,11.0901058521,5.1425471546
atp1a1a.4,ENSDARG00000001870,protein_coding,1635,173.2358674071,621.8495945275,1401.3440996211
atp1a1a.1,ENSDARG00000002791,protein_coding,789,87.2269937227,313.1110865793,676.2449508263
atp1a1a.2,ENSDARG00000007739,protein_coding,122,17.4552220441,62.6574791526,104.5651254763
atp1a1a.3,ENSDARG00000039131,protein_coding,182,26.3904612801,94.731523512,155.990597022
atp1a1a.5,ENSDARG00000040252,protein_coding,10,1.240113299,4.4515259092,8.5709119243
si:ch211-132g1.3,ENSDARG00000089477,protein_coding,69,10.3472321418,37.1425514136,59.1392922776
si:ch211-132g1.6,ENSDARG00000093102,protein_coding,0,0,0,0
si:ch211-132g1.4,ENSDARG00000095102,protein_coding,0,0,0,0
si:ch211-132g1.1,ENSDARG00000040250,protein_coding,0,0,0,0
si:ch211-132g1.7,ENSDARG00000075505,protein_coding,9,1.4089588639,5.0576160198,7.7138207319
slc5a3a,ENSDARG00000010376,protein_coding,0,0,0,0
oxgr1a.1,ENSDARG00000033684,protein_coding,0,0,0,0
oxgr1a.3,ENSDARG00000040247,protein_coding,0,0,0,0
oxgr1a.2,ENSDARG00000078743,protein_coding,0,0,0,0
mbnl2,ENSDARG00000018460,protein_coding,215,17.6090085148,63.209512954,184.2746063722
rap2ab,ENSDARG00000040246,protein_coding,1,0.8535554599,3.0639331483,0.8570911924
kpnb3,ENSDARG00000040245,protein_coding,198,22.1115533912,79.3719032699,169.7040561009
CR352215.1,ENSDARG00000082290,snoRNA,0,0,0,
farp1,ENSDARG00000074381,protein_coding,200,17.2702617656,61.9935434681,171.4182384858
si:ch211-235f1.3,ENSDARG00000095179,protein_coding,0,0,0,0
CR352215.2,ENSDARG00000084484,rRNA,0,0,0,
ggact.3,ENSDARG00000070579,protein_coding,0,0,0,0
ggact.2,ENSDARG00000038248,protein_coding,20,4.2296721449,15.1828830119,17.1418238486
ggact.1,ENSDARG00000070581,protein_coding,3,0.7939496317,2.8499713363,2.5712735773
CU986306.1,ENSDARG00000096559,antisense,0,0,0,0
gpc6a,ENSDARG00000103156,protein_coding,9,2.1096039199,7.5726601069,7.7138207319
gpc5a,ENSDARG00000103647,protein_coding,4,1.1589560373,4.1602028069,3.4283647697
dre-mir-92a-1,ENSDARG00000104805,miRNA,0,0,0,
dre-mir-19b,ENSDARG00000100273,miRNA,0,0,0,
dre-mir-20a,ENSDARG00000104910,miRNA,0,0,0,
dre-mir-19a,ENSDARG00000099103,miRNA,0,0,0,
dre-mir-18a,ENSDARG00000098078,miRNA,0,0,0,
dre-mir-17a-1,ENSDARG00000104155,miRNA,0,0,0,
CABZ01113467.1,ENSDARG00000117575,lincRNA,0,0,0,0
CABZ01063288.1,ENSDARG00000088916,rRNA,0,0,0,
slitrk6,ENSDARG00000098769,protein_coding,55,6.6978869955,24.0428173144,47.1400155836
FP009765.2,ENSDARG00000104115,rRNA,0,0,0,
FP009765.1,ENSDARG00000102013,lincRNA,0,0,0,0
FO744838.1,ENSDARG00000117775,lincRNA,0,0,0,0
FQ790365.1,ENSDARG00000082581,rRNA,0,0,0,
spry2,ENSDARG00000078308,protein_coding,77,15.8801447879,57.0035625138,65.996021817
ndfip2,ENSDARG00000033928,protein_coding,105,9.0851040044,32.6120007707,89.994575205
tuba8l2,ENSDARG00000031164,protein_coding,126,36.9363448695,132.5871565986,107.993490246
stk16,ENSDARG00000037777,protein_coding,31,7.5698049934,27.1726648542,26.5698269653
atic,ENSDARG00000016706,protein_coding,37,5.3340722363,19.1472511263,31.7123741199
mnx2b,ENSDARG00000030350,protein_coding,0,0,0,0
fn1b,ENSDARG00000006526,protein_coding,928,48.0086495636,172.3324373399,795.3806265739
cpo,ENSDARG00000077688,protein_coding,0,0,0,0
nrp2a,ENSDARG00000096546,protein_coding,98,8.5386944018,30.650602159,83.994936858
pard3ba_1,ENSDARG00000092671,protein_coding,30,3.9487908883,14.1746282078,25.7127357729
pard3ba_2,ENSDARG00000113935,protein_coding,10,8.7402819231,31.3742231979,8.5709119243
abcb6a,ENSDARG00000063297,protein_coding,27,4.33430314,15.5584677153,23.1414621956
cnppd1,ENSDARG00000027078,protein_coding,71,6.5872214838,23.6455710361,60.8534746624
prkag3a,ENSDARG00000017537,protein_coding,0,0,0,0
retreg2,ENSDARG00000063270,protein_coding,31,5.3420959211,19.1760530437,26.5698269653
mdh1b,ENSDARG00000018008,protein_coding,0,0,0,0
fastkd2,ENSDARG00000074031,protein_coding,22,4.8496566613,17.4083870364,18.8560062334
gtf3c3,ENSDARG00000043247,protein_coding,1,0.1615700137,0.579973703,0.8570911924
LO018629.1,ENSDARG00000113848,protein_coding,8,1.7344559459,6.226024338,6.8567295394
hecw2b,ENSDARG00000063253,protein_coding,16,5.6144981361,20.1538713757,13.7134590789
klf7a,ENSDARG00000073857,protein_coding,28,4.4811661643,16.0856490288,23.998553388
CU571320.1,ENSDARG00000107682,rRNA,0,0,0,
si:ch211-93g23.2,ENSDARG00000070558,protein_coding,2,0.9973121689,3.5799639944,1.7141823849
ube2f,ENSDARG00000025754,protein_coding,28,5.6085631486,20.132567072,23.998553388
AL929396.1,ENSDARG00000096530,lincRNA,0,0,0,0
CU302223.1,ENSDARG00000116636,rRNA,0,0,0,
erbb4a,ENSDARG00000063207,protein_coding,2,0.2053862043,0.7372568382,1.7141823849
CU928069.1,ENSDARG00000095087,processed_transcript,0,0,0,
CU929161.1,ENSDARG00000096610,processed_transcript,0,0,0,
CABZ01075319.1,ENSDARG00000117465,lincRNA,0,0,0,0
CABZ01075316.1,ENSDARG00000102217,snRNA,0,0,0,
ENSDARG00000090408,ENSDARG00000090408,protein_coding,44,3.9276096345,14.0985957193,37.7120124669
lancl1,ENSDARG00000013741,protein_coding,16,2.4324687046,8.7316194985,13.7134590789
mylz3,ENSDARG00000017441,protein_coding,5059,1673.5796610938,6007.5020793197,4336.0243424972
pcnp,ENSDARG00000037713,protein_coding,22,7.6183568458,27.3469471793,18.8560062334
mxa,ENSDARG00000021688,protein_coding,0,0,0,0
mxb,ENSDARG00000004953,protein_coding,5,1.0338788307,3.7112241321,4.2854559621
efnb2b,ENSDARG00000074050,protein_coding,0,0,0,0
arglu1b,ENSDARG00000018319,protein_coding,14,2.8961248573,10.3959653112,11.999276694
en1b,ENSDARG00000098730,protein_coding,21,6.3123025919,22.6587188096,17.998915041
BX908756.1,ENSDARG00000096630,lincRNA,0,0,0,0
BX908756.3,ENSDARG00000117359,lincRNA,0,0,0,0
BX908756.2,ENSDARG00000106375,rRNA,0,0,0,
radil,ENSDARG00000079779,protein_coding,6,0.7049453575,2.530480502,5.1425471546
mmd2b,ENSDARG00000089090,protein_coding,0,0,0,0
CR855320.4,ENSDARG00000109652,snoRNA,0,0,0,
CR855320.5,ENSDARG00000115102,snoRNA,0,0,0,
CR855320.6,ENSDARG00000115288,snoRNA,0,0,0,
si:dkey-79f11.10,ENSDARG00000093857,protein_coding,0,0,0,0
si:dkey-79f11.9,ENSDARG00000095309,protein_coding,0,0,0,0
si:dkey-79f11.8,ENSDARG00000095673,protein_coding,0,0,0,0
CR855320.1,ENSDARG00000099359,protein_coding,0,0,0,0
si:dkey-79f11.7,ENSDARG00000092361,protein_coding,10,0.8657223688,3.107607634,8.5709119243
CR855320.2,ENSDARG00000103767,protein_coding,0,0,0,0
si:dkey-79f11.5,ENSDARG00000075791,protein_coding,0,0,0,0
CR855320.3,ENSDARG00000107486,protein_coding,4,0.4969559719,1.7838792524,3.4283647697
si:dkeyp-9d4.2,ENSDARG00000029720,protein_coding,0,0,0,0
si:dkeyp-9d4.3,ENSDARG00000100166,protein_coding,70,5.1372005602,18.440558143,59.99638347
ENSDARG00000074212,ENSDARG00000074212,protein_coding,0,0,0,0
ENSDARG00000062929,ENSDARG00000062929,protein_coding,78,5.9092301068,21.2118448731,66.8531130094
grapb,ENSDARG00000022668,protein_coding,5,0.7388073616,2.6520319671,4.2854559621
