Name,Ensembl ID,Biotype,Total exon reads,RPKM,TPM,CPM
rpl24,ENSDARG00000099104,protein_coding,120,69.6549518266,276.9069585424,214.5503019973
cep97,ENSDARG00000102407,protein_coding,2,0.7531091993,2.9939174797,3.5758383666
nfkbiz,ENSDARG00000102097,protein_coding,0,0,0,0
CU651657.1,ENSDARG00000099319,protein_coding,0,0,0,0
eed,ENSDARG00000099640,protein_coding,4,2.2589023527,8.9800619155,7.1516767332
hikeshi,ENSDARG00000104071,protein_coding,0,0,0,0
tmem39a,ENSDARG00000102746,protein_coding,0,0,0,0
ildr1a,ENSDARG00000103929,protein_coding,12,4.3248822341,17.1931780025,21.4550301997
si:zfos-1011f11.2,ENSDARG00000101073,protein_coding,0,0,0,0
gpa33a,ENSDARG00000100223,protein_coding,38,9.7075102509,38.5913286582,67.9409289658
FP067451.1,ENSDARG00000096573,antisense,0,0,0,0
f7l,ENSDARG00000100782,protein_coding,6,2.0908620557,8.3120329193,10.7275150999
f7,ENSDARG00000034862,protein_coding,12,6.6343550026,26.3742780303,21.4550301997
f7i,ENSDARG00000075827,protein_coding,0,0,0,0
f10,ENSDARG00000088581,protein_coding,14,5.1345090697,20.4117762314,25.0308685663
prozb,ENSDARG00000076900,protein_coding,1,0.6584127825,2.6174604431,1.7879191833
pcid2,ENSDARG00000013802,protein_coding,3,1.3662964708,5.431587996,5.3637575499
cul4a,ENSDARG00000096578,protein_coding,26,12.1171269491,48.1705418173,46.4858987661
FO681286.1,ENSDARG00000109848,protein_coding,0,0,0,0
lamp1a,ENSDARG00000100181,protein_coding,6,5.025773953,19.9795096134,10.7275150999
grtp1a,ENSDARG00000029936,protein_coding,7,4.0632055232,16.152905915,12.5154342832
adprhl1,ENSDARG00000041589,protein_coding,0,0,0,0
dcun1d2b,ENSDARG00000041592,protein_coding,4,2.6867132751,10.6807855287,7.1516767332
tmco3,ENSDARG00000075108,protein_coding,0,0,0,0
tfdp1b,ENSDARG00000016304,protein_coding,1,0.2650752761,1.0537827758,1.7879191833
grk1a,ENSDARG00000058803,protein_coding,17,4.1918622492,16.6643690883,30.3946261163
cenpe,ENSDARG00000063385,protein_coding,50,5.9046464556,23.4733877262,89.3959591655
gas6,ENSDARG00000007804,protein_coding,10,3.7926773479,15.0774456317,17.8791918331
pros1,ENSDARG00000068261,protein_coding,7,2.6142281988,10.3926276667,12.5154342832
rasa3,ENSDARG00000063371,protein_coding,21,7.2573287317,28.850853723,37.5463028495
tpp2,ENSDARG00000078751,protein_coding,35,6.3690894437,25.3197388023,62.5771714159
ENSDARG00000078878,ENSDARG00000078878,protein_coding,0,0,0,0
zgc:92518,ENSDARG00000016343,protein_coding,4,2.4817097187,9.8658124394,7.1516767332
ercc5,ENSDARG00000023678,protein_coding,5,1.4647466559,5.8229677989,8.9395959166
blzf1,ENSDARG00000011299,protein_coding,14,4.5998049386,18.2861083387,25.0308685663
trmt10c,ENSDARG00000041575,protein_coding,2,1.0990428754,4.3691455089,3.5758383666
txnl4b,ENSDARG00000058962,protein_coding,0,0,0,0
si:ch73-41e3.7,ENSDARG00000089799,protein_coding,0,0,0,0
mrpl16,ENSDARG00000075325,protein_coding,8,2.566078298,10.2012120925,14.3033534665
mrpl39,ENSDARG00000041570,protein_coding,4,1.5107689073,6.0059250953,7.1516767332
CU571081.1,ENSDARG00000113329,protein_coding,0,0,0,0
dre-mir-155,ENSDARG00000081781,miRNA,0,0,0,
jam2a,ENSDARG00000058996,protein_coding,0,0,0,0
atp5pf,ENSDARG00000014313,protein_coding,1,0.648592099,2.5784192043,1.7879191833
appa,ENSDARG00000104279,protein_coding,294,48.3297059325,192.1303730182,525.6482398933
cyyr1,ENSDARG00000103783,protein_coding,16,5.4651858833,21.726351984,28.606706933
adamts1,ENSDARG00000103519,protein_coding,0,0,0,0
adamts5,ENSDARG00000100307,protein_coding,7,2.487883126,9.8903542614,12.5154342832
gart,ENSDARG00000101089,protein_coding,5,1.6157173128,6.4231379856,8.9395959166
n6amt1,ENSDARG00000115421,protein_coding,10,8.6292408684,34.3047662905,17.8791918331
CU611053.1,ENSDARG00000115673,rRNA,0,0,0,
CR450787.2,ENSDARG00000116514,rRNA,0,0,0,
CR450787.1,ENSDARG00000103469,processed_transcript,0,0,0,
CZQB01066256.1,ENSDARG00000117321,lincRNA,0,0,0,0
runx1,ENSDARG00000087646,protein_coding,3,1.3515256982,5.3728681258,5.3637575499
dre-mir-459,ENSDARG00000080051,miRNA,0,0,0,
urp2,ENSDARG00000067781,protein_coding,0,0,0,0
clic6,ENSDARG00000099108,protein_coding,6,6.5225805433,25.9299287809,10.7275150999
atp1a1a.4,ENSDARG00000001870,protein_coding,609,136.2287119516,541.5649182644,1088.8427826362
atp1a1a.1,ENSDARG00000002791,protein_coding,335,78.1897830981,310.8364080231,598.952926409
atp1a1a.2,ENSDARG00000007739,protein_coding,41,12.38456348,49.2337115481,73.3046865157
atp1a1a.3,ENSDARG00000039131,protein_coding,23,7.041006239,27.9908832264,41.1221412161
atp1a1a.5,ENSDARG00000040252,protein_coding,10,2.618138787,10.4081738562,17.8791918331
si:ch211-132g1.3,ENSDARG00000089477,protein_coding,18,5.6987408356,22.6548285645,32.1825452996
si:ch211-132g1.6,ENSDARG00000093102,protein_coding,0,0,0,0
si:ch211-132g1.4,ENSDARG00000095102,protein_coding,0,0,0,0
si:ch211-132g1.1,ENSDARG00000040250,protein_coding,0,0,0,0
si:ch211-132g1.7,ENSDARG00000075505,protein_coding,7,2.3135833168,9.1974411406,12.5154342832
slc5a3a,ENSDARG00000010376,protein_coding,0,0,0,0
oxgr1a.1,ENSDARG00000033684,protein_coding,0,0,0,0
oxgr1a.3,ENSDARG00000040247,protein_coding,0,0,0,0
oxgr1a.2,ENSDARG00000078743,protein_coding,0,0,0,0
mbnl2,ENSDARG00000018460,protein_coding,88,15.2163474178,60.4912123704,157.3368881313
rap2ab,ENSDARG00000040246,protein_coding,1,1.8020342642,7.1638241677,1.7879191833
kpnb3,ENSDARG00000040245,protein_coding,77,18.1541570678,72.1702088181,137.6697771149
CR352215.1,ENSDARG00000082290,snoRNA,0,0,0,
farp1,ENSDARG00000074381,protein_coding,153,27.8927706063,110.885185782,273.5516350465
si:ch211-235f1.3,ENSDARG00000095179,protein_coding,0,0,0,0
CR352215.2,ENSDARG00000084484,rRNA,0,0,0,
ggact.3,ENSDARG00000070579,protein_coding,0,0,0,0
ggact.2,ENSDARG00000038248,protein_coding,0,0,0,0
ggact.1,ENSDARG00000070581,protein_coding,0,0,0,0
CU986306.1,ENSDARG00000096559,antisense,0,0,0,0
gpc6a,ENSDARG00000103156,protein_coding,38,18.8049988285,74.7575713492,67.9409289658
gpc5a,ENSDARG00000103647,protein_coding,5,3.0584985218,12.1587841378,8.9395959166
dre-mir-92a-1,ENSDARG00000104805,miRNA,0,0,0,
dre-mir-19b,ENSDARG00000100273,miRNA,0,0,0,
dre-mir-20a,ENSDARG00000104910,miRNA,0,0,0,
dre-mir-19a,ENSDARG00000099103,miRNA,0,0,0,
dre-mir-18a,ENSDARG00000098078,miRNA,0,0,0,
dre-mir-17a-1,ENSDARG00000104155,miRNA,0,0,0,
CABZ01113467.1,ENSDARG00000117575,lincRNA,0,0,0,0
CABZ01063288.1,ENSDARG00000088916,rRNA,0,0,0,
slitrk6,ENSDARG00000098769,protein_coding,3,0.7713077249,3.0662640718,5.3637575499
FP009765.2,ENSDARG00000104115,rRNA,0,0,0,
FP009765.1,ENSDARG00000102013,lincRNA,0,0,0,0
FO744838.1,ENSDARG00000117775,lincRNA,0,0,0,0
FQ790365.1,ENSDARG00000082581,rRNA,0,0,0,
spry2,ENSDARG00000078308,protein_coding,19,8.2727258669,32.8874731599,33.9704644829
ndfip2,ENSDARG00000033928,protein_coding,80,14.6137573208,58.0956699627,143.0335346648
tuba8l2,ENSDARG00000031164,protein_coding,49,30.3256941928,120.5570533666,87.6080399822
stk16,ENSDARG00000037777,protein_coding,4,2.0621216838,8.1977781713,7.1516767332
atic,ENSDARG00000016706,protein_coding,20,6.0872125176,24.1991625872,35.7583836662
mnx2b,ENSDARG00000030350,protein_coding,0,0,0,0
fn1b,ENSDARG00000006526,protein_coding,598,65.3136564325,259.6485315078,1069.1756716197
cpo,ENSDARG00000077688,protein_coding,0,0,0,0
nrp2a,ENSDARG00000096546,protein_coding,27,4.9666145759,19.7443268628,48.2738179494
pard3ba_1,ENSDARG00000092671,protein_coding,3,0.8336724229,3.3141892857,5.3637575499
pard3ba_2,ENSDARG00000113935,protein_coding,8,14.7620519062,58.6852016689,14.3033534665
abcb6a,ENSDARG00000063297,protein_coding,20,6.7782379983,26.9462718609,35.7583836662
cnppd1,ENSDARG00000027078,protein_coding,22,4.309212371,17.1308838793,39.3342220328
prkag3a,ENSDARG00000017537,protein_coding,4,2.2200422123,8.8255769436,7.1516767332
retreg2,ENSDARG00000063270,protein_coding,6,2.1828934521,8.6778954087,10.7275150999
mdh1b,ENSDARG00000018008,protein_coding,0,0,0,0
fastkd2,ENSDARG00000074031,protein_coding,8,3.7231419884,14.8010141017,14.3033534665
gtf3c3,ENSDARG00000043247,protein_coding,24,8.1865949521,32.5450675013,42.9100603995
LO018629.1,ENSDARG00000113848,protein_coding,10,4.5772495041,18.1964412498,17.8791918331
hecw2b,ENSDARG00000063253,protein_coding,12,8.8900357035,35.3415325606,21.4550301997
klf7a,ENSDARG00000073857,protein_coding,14,4.7303399436,18.8050384402,25.0308685663
CU571320.1,ENSDARG00000107682,rRNA,0,0,0,
si:ch211-93g23.2,ENSDARG00000070558,protein_coding,0,0,0,0
ube2f,ENSDARG00000025754,protein_coding,15,6.343313002,25.2172668905,26.8187877497
AL929396.1,ENSDARG00000096530,lincRNA,0,0,0,0
CU302223.1,ENSDARG00000116636,rRNA,0,0,0,
erbb4a,ENSDARG00000063207,protein_coding,3,0.6504199111,2.585685506,5.3637575499
CU928069.1,ENSDARG00000095087,processed_transcript,0,0,0,
CU929161.1,ENSDARG00000096610,processed_transcript,0,0,0,
CABZ01075319.1,ENSDARG00000117465,lincRNA,0,0,0,0
CABZ01075316.1,ENSDARG00000102217,snRNA,0,0,0,
ENSDARG00000090408,ENSDARG00000090408,protein_coding,27,5.088276512,20.2279828817,48.2738179494
lancl1,ENSDARG00000013741,protein_coding,6,1.9257939987,7.6558197941,10.7275150999
