Name,Ensembl ID,Biotype,Total exon reads,RPKM,TPM,CPM
rpl24,ENSDARG00000099104,protein_coding,102,61.3646927593,318.4866130963,198.773412171
cep97,ENSDARG00000102407,protein_coding,3,1.1708381204,6.0767234493,5.8462768286
nfkbiz,ENSDARG00000102097,protein_coding,6,3.1587059906,16.3938826626,11.6925536571
CU651657.1,ENSDARG00000099319,protein_coding,0,0,0,0
eed,ENSDARG00000099640,protein_coding,0,0,0,0
hikeshi,ENSDARG00000104071,protein_coding,3,2.4447689055,12.6885043092,5.8462768286
tmem39a,ENSDARG00000102746,protein_coding,0,0,0,0
ildr1a,ENSDARG00000103929,protein_coding,4,1.4941722752,7.7548480391,7.7950357714
si:zfos-1011f11.2,ENSDARG00000101073,protein_coding,0,0,0,0
gpa33a,ENSDARG00000100223,protein_coding,7,1.853403349,9.6192798952,13.6413126
FP067451.1,ENSDARG00000096573,antisense,0,0,0,0
f7l,ENSDARG00000100782,protein_coding,0,0,0,0
f7,ENSDARG00000034862,protein_coding,1,0.5730138286,2.9739777928,1.9487589429
f7i,ENSDARG00000075827,protein_coding,2,0.8403583429,4.3615126284,3.8975178857
f10,ENSDARG00000088581,protein_coding,32,12.163778698,63.1307761157,62.3602861713
prozb,ENSDARG00000076900,protein_coding,7,4.7768756494,24.7922849175,13.6413126
pcid2,ENSDARG00000013802,protein_coding,0,0,0,0
cul4a,ENSDARG00000096578,protein_coding,17,8.2115071159,42.6182381458,33.1289020285
FO681286.1,ENSDARG00000109848,protein_coding,0,0,0,0
lamp1a,ENSDARG00000100181,protein_coding,0,0,0,0
grtp1a,ENSDARG00000029936,protein_coding,0,0,0,0
adprhl1,ENSDARG00000041589,protein_coding,0,0,0,0
dcun1d2b,ENSDARG00000041592,protein_coding,7,4.8731189466,25.2917936802,13.6413126
tmco3,ENSDARG00000075108,protein_coding,0,0,0,0
tfdp1b,ENSDARG00000016304,protein_coding,0,0,0,0
grk1a,ENSDARG00000058803,protein_coding,11,2.8112431398,14.5905286238,21.4363483714
cenpe,ENSDARG00000063385,protein_coding,17,2.0807526592,10.7992371072,33.1289020285
gas6,ENSDARG00000007804,protein_coding,0,0,0,0
pros1,ENSDARG00000068261,protein_coding,6,2.3224391694,12.0536052885,11.6925536571
rasa3,ENSDARG00000063371,protein_coding,31,11.1036774339,57.6287839117,60.4115272284
tpp2,ENSDARG00000078751,protein_coding,49,9.2417246689,47.9651320102,95.4891881998
ENSDARG00000078878,ENSDARG00000078878,protein_coding,3,3.0850655236,16.0116840092,5.8462768286
zgc:92518,ENSDARG00000016343,protein_coding,6,3.8582457168,20.024537818,11.6925536571
ercc5,ENSDARG00000023678,protein_coding,0,0,0,0
blzf1,ENSDARG00000011299,protein_coding,23,7.8322557051,40.6498994821,44.8214556856
trmt10c,ENSDARG00000041575,protein_coding,1,0.5695505582,2.9560032017,1.9487589429
txnl4b,ENSDARG00000058962,protein_coding,5,3.2393187998,16.8122682097,9.7437947143
si:ch73-41e3.7,ENSDARG00000089799,protein_coding,0,0,0,0
mrpl16,ENSDARG00000075325,protein_coding,22,7.3139205742,37.9597075678,42.8726967428
mrpl39,ENSDARG00000041570,protein_coding,0,0,0,0
CU571081.1,ENSDARG00000113329,protein_coding,0,0,0,0
dre-mir-155,ENSDARG00000081781,miRNA,0,0,0,
jam2a,ENSDARG00000058996,protein_coding,0,0,0,0
atp5pf,ENSDARG00000014313,protein_coding,6,4.0333930581,20.9335635296,11.6925536571
appa,ENSDARG00000104279,protein_coding,368,62.6992409369,325.4130020341,717.1432909699
cyyr1,ENSDARG00000103783,protein_coding,3,1.0620717376,5.5122190852,5.8462768286
adamts1,ENSDARG00000103519,protein_coding,3,1.1366030876,5.8990414771,5.8462768286
adamts5,ENSDARG00000100307,protein_coding,36,13.261177176,68.8263432039,70.1553219427
gart,ENSDARG00000101089,protein_coding,2,0.6698429828,3.4765271904,3.8975178857
n6amt1,ENSDARG00000115421,protein_coding,0,0,0,0
CU611053.1,ENSDARG00000115673,rRNA,0,0,0,
CR450787.2,ENSDARG00000116514,rRNA,0,0,0,
CR450787.1,ENSDARG00000103469,processed_transcript,0,0,0,
CZQB01066256.1,ENSDARG00000117321,lincRNA,0,0,0,0
runx1,ENSDARG00000087646,protein_coding,0,0,0,0
dre-mir-459,ENSDARG00000080051,miRNA,0,0,0,
urp2,ENSDARG00000067781,protein_coding,0,0,0,0
clic6,ENSDARG00000099108,protein_coding,16,18.0275133204,93.563927428,31.1801430856
