Name,Ensembl ID,Biotype,Total exon reads,RPKM,TPM,CPM
rpl24,ENSDARG00000099104,protein_coding,262,102.8267899721,356.6900281778,248.3395696456
cep97,ENSDARG00000102407,protein_coding,0,0,0,0
nfkbiz,ENSDARG00000102097,protein_coding,2,0.686869993,2.3826444181,1.8957219057
CU651657.1,ENSDARG00000099319,protein_coding,0,0,0,0
eed,ENSDARG00000099640,protein_coding,0,0,0,0
hikeshi,ENSDARG00000104071,protein_coding,4,2.1264890192,7.3764573257,3.7914438114
tmem39a,ENSDARG00000102746,protein_coding,2,0.4347306384,1.5080124909,1.8957219057
ildr1a,ENSDARG00000103929,protein_coding,41,9.9910500296,34.6573876082,38.8622990667
si:zfos-1011f11.2,ENSDARG00000101073,protein_coding,2,1.8350705783,6.3655724005,1.8957219057
gpa33a,ENSDARG00000100223,protein_coding,84,14.5090101355,50.3294835466,79.6203200391
FP067451.1,ENSDARG00000096573,antisense,0,0,0,0
f7l,ENSDARG00000100782,protein_coding,15,3.5342692061,12.259826287,14.2179142927
f7,ENSDARG00000034862,protein_coding,0,0,0,0
f7i,ENSDARG00000075827,protein_coding,10,2.7410762387,9.5083641248,9.4786095285
f10,ENSDARG00000088581,protein_coding,76,18.8459796903,65.3737516128,72.0374324163
prozb,ENSDARG00000076900,protein_coding,5,2.2258838318,7.721242362,4.7393047642
pcid2,ENSDARG00000013802,protein_coding,5,1.5396710112,5.3408775719,4.7393047642
cul4a,ENSDARG00000096578,protein_coding,49,15.440331732,53.5600922877,46.4451866894
FO681286.1,ENSDARG00000109848,protein_coding,0,0,0,0
lamp1a,ENSDARG00000100181,protein_coding,9,5.0971621213,17.6812570069,8.5307485756
grtp1a,ENSDARG00000029936,protein_coding,3,1.177405992,4.0842369639,2.8435828585
adprhl1,ENSDARG00000041589,protein_coding,0,0,0,0
dcun1d2b,ENSDARG00000041592,protein_coding,10,4.5414607663,15.7536160482,9.4786095285
tmco3,ENSDARG00000075108,protein_coding,0,0,0,0
tfdp1b,ENSDARG00000016304,protein_coding,0,0,0,0
grk1a,ENSDARG00000058803,protein_coding,8,1.3337741777,4.6266537073,7.5828876228
cenpe,ENSDARG00000063385,protein_coding,43,3.4334172687,11.909986713,40.7580209724
gas6,ENSDARG00000007804,protein_coding,18,4.6158601235,16.0116957651,17.0614971512
pros1,ENSDARG00000068261,protein_coding,7,1.7675745171,6.1314391363,6.6350266699
rasa3,ENSDARG00000063371,protein_coding,15,3.5049594407,12.1581553019,14.2179142927
tpp2,ENSDARG00000078751,protein_coding,64,7.8745095557,27.315440228,60.6631009821
ENSDARG00000078878,ENSDARG00000078878,protein_coding,2,1.3417133097,4.6541933127,1.8957219057
zgc:92518,ENSDARG00000016343,protein_coding,0,0,0,0
ercc5,ENSDARG00000023678,protein_coding,43,8.5171677939,29.5447209936,40.7580209724
blzf1,ENSDARG00000011299,protein_coding,18,3.9986935433,13.8708415678,17.0614971512
trmt10c,ENSDARG00000041575,protein_coding,24,8.9172330738,30.9324847857,22.7486628683
txnl4b,ENSDARG00000058962,protein_coding,4,1.6905587702,5.864283574,3.7914438114
si:ch73-41e3.7,ENSDARG00000089799,protein_coding,0,0,0,0
mrpl16,ENSDARG00000075325,protein_coding,26,5.638810523,19.5601504712,24.644384774
mrpl39,ENSDARG00000041570,protein_coding,14,3.5751998162,12.4018081624,13.2700533398
CU571081.1,ENSDARG00000113329,protein_coding,0,0,0,0
dre-mir-155,ENSDARG00000081781,miRNA,0,0,0,
jam2a,ENSDARG00000058996,protein_coding,0,0,0,0
atp5pf,ENSDARG00000014313,protein_coding,30,13.1560993794,45.6364480463,28.4358285854
appa,ENSDARG00000104279,protein_coding,585,65.0214911633,225.549368229,554.4986574148
cyyr1,ENSDARG00000103783,protein_coding,29,6.6975688985,23.2328174378,27.4879676325
adamts1,ENSDARG00000103519,protein_coding,1,0.2471577149,0.8573513997,0.9478609528
adamts5,ENSDARG00000100307,protein_coding,15,3.6046029216,12.5038029295,14.2179142927
gart,ENSDARG00000101089,protein_coding,0,0,0,0
n6amt1,ENSDARG00000115421,protein_coding,0,0,0,0
CU611053.1,ENSDARG00000115673,rRNA,0,0,0,
CR450787.2,ENSDARG00000116514,rRNA,0,0,0,
CR450787.1,ENSDARG00000103469,processed_transcript,0,0,0,
CZQB01066256.1,ENSDARG00000117321,lincRNA,0,0,0,0
runx1,ENSDARG00000087646,protein_coding,2,0.6092103677,2.113255342,1.8957219057
dre-mir-459,ENSDARG00000080051,miRNA,0,0,0,
urp2,ENSDARG00000067781,protein_coding,0,0,0,0
clic6,ENSDARG00000099108,protein_coding,10,7.3502555228,25.4968851041,9.4786095285
atp1a1a.4,ENSDARG00000001870,protein_coding,1449,219.156310274,760.2189128749,1373.4505206737
atp1a1a.1,ENSDARG00000002791,protein_coding,688,108.5745095851,376.6279672234,652.128335558
atp1a1a.2,ENSDARG00000007739,protein_coding,84,17.155776104,59.5107001162,79.6203200391
atp1a1a.3,ENSDARG00000039131,protein_coding,60,12.4191645197,43.0801364478,56.8716571708
atp1a1a.5,ENSDARG00000040252,protein_coding,20,3.5404372152,12.2812221444,18.9572190569
si:ch211-132g1.3,ENSDARG00000089477,protein_coding,31,6.6359381928,23.0190301732,29.3836895382
si:ch211-132g1.6,ENSDARG00000093102,protein_coding,0,0,0,0
si:ch211-132g1.4,ENSDARG00000095102,protein_coding,0,0,0,0
si:ch211-132g1.1,ENSDARG00000040250,protein_coding,0,0,0,0
si:ch211-132g1.7,ENSDARG00000075505,protein_coding,0,0,0,0
slc5a3a,ENSDARG00000010376,protein_coding,0,0,0,0
oxgr1a.1,ENSDARG00000033684,protein_coding,0,0,0,0
oxgr1a.3,ENSDARG00000040247,protein_coding,0,0,0,0
oxgr1a.2,ENSDARG00000078743,protein_coding,0,0,0,0
mbnl2,ENSDARG00000018460,protein_coding,129,15.0817483653,52.3162227552,122.2740629171
rap2ab,ENSDARG00000040246,protein_coding,3,3.6552622059,12.6795320518,2.8435828585
kpnb3,ENSDARG00000040245,protein_coding,129,20.5640812222,71.3335767129,122.2740629171
CR352215.1,ENSDARG00000082290,snoRNA,0,0,0,
farp1,ENSDARG00000074381,protein_coding,186,22.9270092064,79.5302037736,176.3021372293
si:ch211-235f1.3,ENSDARG00000095179,protein_coding,0,0,0,0
CR352215.2,ENSDARG00000084484,rRNA,0,0,0,
ggact.3,ENSDARG00000070579,protein_coding,0,0,0,0
ggact.2,ENSDARG00000038248,protein_coding,13,3.9245114309,13.6135154395,12.322192387
ggact.1,ENSDARG00000070581,protein_coding,0,0,0,0
CU986306.1,ENSDARG00000096559,antisense,0,0,0,0
gpc6a,ENSDARG00000103156,protein_coding,20,6.6919694023,23.2133936624,18.9572190569
gpc5a,ENSDARG00000103647,protein_coding,2,0.8271847194,2.8693742258,1.8957219057
dre-mir-92a-1,ENSDARG00000104805,miRNA,0,0,0,
dre-mir-19b,ENSDARG00000100273,miRNA,0,0,0,
dre-mir-20a,ENSDARG00000104910,miRNA,0,0,0,
dre-mir-19a,ENSDARG00000099103,miRNA,0,0,0,
dre-mir-18a,ENSDARG00000098078,miRNA,0,0,0,
dre-mir-17a-1,ENSDARG00000104155,miRNA,0,0,0,
CABZ01113467.1,ENSDARG00000117575,lincRNA,0,0,0,0
CABZ01063288.1,ENSDARG00000088916,rRNA,0,0,0,
slitrk6,ENSDARG00000098769,protein_coding,53,9.2133280024,31.9595917141,50.2366305008
