Name,Ensembl ID,Biotype,Total exon reads,RPKM,TPM,CPM
rpl24,ENSDARG00000099104,protein_coding,408,93.389469994,299.3320869323,209.4219692064
cep97,ENSDARG00000102407,protein_coding,17,2.5243169051,8.0909448071,8.7259153836
nfkbiz,ENSDARG00000102097,protein_coding,8,1.6023865683,5.1359721346,4.1063131217
CU651657.1,ENSDARG00000099319,protein_coding,0,0,0,0
eed,ENSDARG00000099640,protein_coding,17,3.7857626764,12.1341329236,8.7259153836
hikeshi,ENSDARG00000104071,protein_coding,36,11.1619073807,35.7761643857,18.4784090476
tmem39a,ENSDARG00000102746,protein_coding,2,0.2535438085,0.8126590432,1.0265782804
ildr1a,ENSDARG00000103929,protein_coding,33,4.6900122544,15.0324351977,16.938541627
si:zfos-1011f11.2,ENSDARG00000101073,protein_coding,1,0.5351253652,1.7151847241,0.5132891402
gpa33a,ENSDARG00000100223,protein_coding,173,17.4275911066,55.8589444449,88.7990212567
FP067451.1,ENSDARG00000096573,antisense,0,0,0,0
f7l,ENSDARG00000100782,protein_coding,14,1.9238409469,6.1662982518,7.186047963
f7,ENSDARG00000034862,protein_coding,20,4.3602807531,13.975579233,10.2657828042
f7i,ENSDARG00000075827,protein_coding,10,1.59865178,5.1240013848,5.1328914021
f10,ENSDARG00000088581,protein_coding,128,18.5117662072,59.3339443082,65.7010099471
prozb,ENSDARG00000076900,protein_coding,11,2.8559982457,9.1540504002,5.6461805423
pcid2,ENSDARG00000013802,protein_coding,12,2.1551223722,6.9076018668,6.1594696825
cul4a,ENSDARG00000096578,protein_coding,94,17.2751235074,55.3702550387,48.2491791799
FO681286.1,ENSDARG00000109848,protein_coding,0,0,0,0
lamp1a,ENSDARG00000100181,protein_coding,13,4.2940001034,13.7631363829,6.6727588228
grtp1a,ENSDARG00000029936,protein_coding,24,5.4934982349,17.6077698195,12.3189393651
adprhl1,ENSDARG00000041589,protein_coding,0,0,0,0
dcun1d2b,ENSDARG00000041592,protein_coding,22,5.8270803698,18.6769678414,11.2923610847
tmco3,ENSDARG00000075108,protein_coding,3,0.5921732644,1.8980347472,1.5398674206
tfdp1b,ENSDARG00000016304,protein_coding,7,0.7317020299,2.3452525819,3.5930239815
grk1a,ENSDARG00000058803,protein_coding,52,5.0562486425,16.2062966875,26.691035291
cenpe,ENSDARG00000063385,protein_coding,87,4.05144684,12.9857042534,44.6561551984
gas6,ENSDARG00000007804,protein_coding,39,5.8328056013,18.6953183631,20.0182764683
pros1,ENSDARG00000068261,protein_coding,8,1.1781550235,3.7762244709,4.1063131217
rasa3,ENSDARG00000063371,protein_coding,53,7.2227131611,23.150252421,27.2043244312
tpp2,ENSDARG00000078751,protein_coding,108,7.7499706268,24.8402189403,55.4352271429
ENSDARG00000078878,ENSDARG00000078878,protein_coding,10,3.9125733543,12.5405867225,5.1328914021
zgc:92518,ENSDARG00000016343,protein_coding,16,3.9145150781,12.5468103387,8.2126262434
ercc5,ENSDARG00000023678,protein_coding,38,4.3897835315,14.0701415881,19.5049873281
blzf1,ENSDARG00000011299,protein_coding,75,9.7171664122,31.1454781939,38.4966855159
trmt10c,ENSDARG00000041575,protein_coding,9,1.9502673335,6.2510001509,4.6196022619
txnl4b,ENSDARG00000058962,protein_coding,6,1.4789527279,4.7403417811,3.0797348413
si:ch73-41e3.7,ENSDARG00000089799,protein_coding,0,0,0,0
mrpl16,ENSDARG00000075325,protein_coding,71,8.9805981342,28.7846283052,36.443528955
mrpl39,ENSDARG00000041570,protein_coding,34,5.0638864804,16.2307774982,17.4518307672
CU571081.1,ENSDARG00000113329,protein_coding,3,1.065911876,3.4164625449,1.5398674206
