Name,Ensembl ID,Biotype,Total exon reads,RPKM,TPM,CPM
rpl24,ENSDARG00000099104,protein_coding,96,43.4123634774,277.5640447995,151.7870557321
cep97,ENSDARG00000102407,protein_coding,0,0,0,0
nfkbiz,ENSDARG00000102097,protein_coding,24,9.4971435083,60.721540019,37.946763933
CU651657.1,ENSDARG00000099319,protein_coding,0,0,0,0
eed,ENSDARG00000099640,protein_coding,7,3.0796896522,19.6904993902,11.0678061471
hikeshi,ENSDARG00000104071,protein_coding,6,3.6752900094,23.4985676685,9.4866909833
tmem39a,ENSDARG00000102746,protein_coding,0,0,0,0
ildr1a,ENSDARG00000103929,protein_coding,0,0,0,0
si:zfos-1011f11.2,ENSDARG00000101073,protein_coding,0,0,0,0
gpa33a,ENSDARG00000100223,protein_coding,42,8.3588204965,53.4434857013,66.4068368828
FP067451.1,ENSDARG00000096573,antisense,0,0,0,0
f7l,ENSDARG00000100782,protein_coding,1,0.2714848369,1.7357826989,1.5811151639
f7,ENSDARG00000034862,protein_coding,12,5.1685670448,33.0460785786,18.9733819665
f7i,ENSDARG00000075827,protein_coding,0,0,0,0
f10,ENSDARG00000088581,protein_coding,6,1.7143266931,10.9608280434,9.4866909833
prozb,ENSDARG00000076900,protein_coding,0,0,0,0
pcid2,ENSDARG00000013802,protein_coding,9,3.1932847623,20.4167883022,14.2300364749
cul4a,ENSDARG00000096578,protein_coding,19,6.8984474175,44.1063516164,30.0411881137
FO681286.1,ENSDARG00000109848,protein_coding,0,0,0,0
lamp1a,ENSDARG00000100181,protein_coding,0,0,0,0
grtp1a,ENSDARG00000029936,protein_coding,0,0,0,0
adprhl1,ENSDARG00000041589,protein_coding,0,0,0,0
dcun1d2b,ENSDARG00000041592,protein_coding,2,1.0465567253,6.6913315591,3.1622303278
tmco3,ENSDARG00000075108,protein_coding,6,2.3398242703,14.9600490863,9.4866909833
tfdp1b,ENSDARG00000016304,protein_coding,2,0.4130196035,2.640708373,3.1622303278
grk1a,ENSDARG00000058803,protein_coding,23,4.4183220133,28.2492642879,36.3656487692
cenpe,ENSDARG00000063385,protein_coding,61,5.6120971073,35.8818605608,96.4480249965
gas6,ENSDARG00000007804,protein_coding,4,1.1818907577,7.5566118251,6.3244606555
pros1,ENSDARG00000068261,protein_coding,14,4.0732863136,26.043222121,22.1356122943
rasa3,ENSDARG00000063371,protein_coding,29,7.8077688244,49.9202467263,45.8523397524
tpp2,ENSDARG00000078751,protein_coding,22,3.1189142292,19.9412881379,34.7845336053
ENSDARG00000078878,ENSDARG00000078878,protein_coding,27,20.8703968392,133.4382949748,42.6901094247
zgc:92518,ENSDARG00000016343,protein_coding,0,0,0,0
ercc5,ENSDARG00000023678,protein_coding,6,1.3693523409,8.755178112,9.4866909833
blzf1,ENSDARG00000011299,protein_coding,3,0.7678989639,4.9096875943,4.7433454916
trmt10c,ENSDARG00000041575,protein_coding,5,2.140553522,13.6859789718,7.9055758194
