Name,Ensembl ID,Biotype,Total exon reads,RPKM,TPM,CPM
rpl24,ENSDARG00000099104,protein_coding,193,123.333203989,408.713642997,294.2990925944
cep97,ENSDARG00000102407,protein_coding,4,1.6582114245,5.4951433211,6.099463059
nfkbiz,ENSDARG00000102097,protein_coding,3,1.6775810856,5.5593324,4.5745972942
CU651657.1,ENSDARG00000099319,protein_coding,0,0,0,0
eed,ENSDARG00000099640,protein_coding,7,4.3519857149,14.4220362261,10.6740603532
hikeshi,ENSDARG00000104071,protein_coding,8,6.9248577728,22.9482714793,12.1989261179
tmem39a,ENSDARG00000102746,protein_coding,0,0,0,0
ildr1a,ENSDARG00000103929,protein_coding,9,3.5709807109,11.8338654007,13.7237918826
si:zfos-1011f11.2,ENSDARG00000101073,protein_coding,0,0,0,0
gpa33a,ENSDARG00000100223,protein_coding,48,13.4994928536,44.7359407228,73.1935567074
FP067451.1,ENSDARG00000096573,antisense,0,0,0,0
f7l,ENSDARG00000100782,protein_coding,0,0,0,0
f7,ENSDARG00000034862,protein_coding,0,0,0,0
f7i,ENSDARG00000075827,protein_coding,6,2.6778736584,8.8741998343,9.1491945884
f10,ENSDARG00000088581,protein_coding,51,20.5917387897,68.2389194812,77.7681540016
prozb,ENSDARG00000076900,protein_coding,0,0,0,0
pcid2,ENSDARG00000013802,protein_coding,3,1.5041699261,4.9846655262,4.5745972942
cul4a,ENSDARG00000096578,protein_coding,24,12.3137265894,40.806432416,36.5967783537
FO681286.1,ENSDARG00000109848,protein_coding,0,0,0,0
lamp1a,ENSDARG00000100181,protein_coding,0,0,0,0
grtp1a,ENSDARG00000029936,protein_coding,8,5.1122571602,16.9414981553,12.1989261179
adprhl1,ENSDARG00000041589,protein_coding,7,5.0112917432,16.6069090744,10.6740603532
dcun1d2b,ENSDARG00000041592,protein_coding,10,7.3945761308,24.5048701491,15.2486576474
tmco3,ENSDARG00000075108,protein_coding,0,0,0,0
tfdp1b,ENSDARG00000016304,protein_coding,0,0,0,0
grk1a,ENSDARG00000058803,protein_coding,18,4.8863271562,16.1927891947,27.4475837653
cenpe,ENSDARG00000063385,protein_coding,31,4.0303015659,13.3560078074,47.2708387069
gas6,ENSDARG00000007804,protein_coding,6,2.5052386482,8.3021050403,9.1491945884
pros1,ENSDARG00000068261,protein_coding,7,2.8780308817,9.5375004318,10.6740603532
rasa3,ENSDARG00000063371,protein_coding,25,9.5115098987,31.5201724706,38.1216441184
tpp2,ENSDARG00000078751,protein_coding,23,4.6077519787,15.269619505,35.071912589
ENSDARG00000078878,ENSDARG00000078878,protein_coding,0,0,0,0
zgc:92518,ENSDARG00000016343,protein_coding,7,4.7812448518,15.844557169,10.6740603532
ercc5,ENSDARG00000023678,protein_coding,10,3.2251095075,10.6876835536,15.2486576474
blzf1,ENSDARG00000011299,protein_coding,24,8.6810963406,28.7682667427,36.5967783537
trmt10c,ENSDARG00000041575,protein_coding,4,2.4198953536,8.0192860774,6.099463059
txnl4b,ENSDARG00000058962,protein_coding,1,0.6881577412,2.2804844783,1.5248657647
si:ch73-41e3.7,ENSDARG00000089799,protein_coding,0,0,0,0
mrpl16,ENSDARG00000075325,protein_coding,12,4.2375332362,14.0427523997,18.2983891769
mrpl39,ENSDARG00000041570,protein_coding,3,1.247415845,4.1338087219,4.5745972942
CU571081.1,ENSDARG00000113329,protein_coding,0,0,0,0
dre-mir-155,ENSDARG00000081781,miRNA,0,0,0,
jam2a,ENSDARG00000058996,protein_coding,0,0,0,0
atp5pf,ENSDARG00000014313,protein_coding,30,21.4212526434,70.987843681,45.7459729421
appa,ENSDARG00000104279,protein_coding,314,56.8261750762,188.3161410048,478.8078501277
cyyr1,ENSDARG00000103783,protein_coding,8,3.0083398521,9.9693310525,12.1989261179
adamts1,ENSDARG00000103519,protein_coding,1,0.4024314276,1.3336166539,1.5248657647
adamts5,ENSDARG00000100307,protein_coding,4,1.5651064476,5.1866029356,6.099463059
gart,ENSDARG00000101089,protein_coding,0,0,0,0
n6amt1,ENSDARG00000115421,protein_coding,4,3.8000082342,12.5928392242,6.099463059
CU611053.1,ENSDARG00000115673,rRNA,0,0,0,
CR450787.2,ENSDARG00000116514,rRNA,0,0,0,
CR450787.1,ENSDARG00000103469,processed_transcript,0,0,0,
CZQB01066256.1,ENSDARG00000117321,lincRNA,0,0,0,0
runx1,ENSDARG00000087646,protein_coding,0,0,0,0
dre-mir-459,ENSDARG00000080051,miRNA,0,0,0,
urp2,ENSDARG00000067781,protein_coding,1,1.0387286659,3.4422407219,1.5248657647
clic6,ENSDARG00000099108,protein_coding,2,2.3935921432,7.9321199244,3.0497315295
atp1a1a.4,ENSDARG00000001870,protein_coding,834,205.385303023,680.6259198787,1271.7380477914
atp1a1a.1,ENSDARG00000002791,protein_coding,437,112.2893565053,372.1154602551,666.3663391905
atp1a1a.2,ENSDARG00000007739,protein_coding,66,21.9478880904,72.7330597715,100.6411404727
atp1a1a.3,ENSDARG00000039131,protein_coding,46,15.5030332874,51.3754691152,70.1438251779
atp1a1a.5,ENSDARG00000040252,protein_coding,14,4.0352705241,13.3724744274,21.3481207063
si:ch211-132g1.3,ENSDARG00000089477,protein_coding,37,12.8961501352,42.7365245687,56.4200332953
si:ch211-132g1.6,ENSDARG00000093102,protein_coding,0,0,0,0
si:ch211-132g1.4,ENSDARG00000095102,protein_coding,0,0,0,0
si:ch211-132g1.1,ENSDARG00000040250,protein_coding,0,0,0,0
si:ch211-132g1.7,ENSDARG00000075505,protein_coding,3,1.0915919225,3.6174241559,4.5745972942
slc5a3a,ENSDARG00000010376,protein_coding,0,0,0,0
oxgr1a.1,ENSDARG00000033684,protein_coding,0,0,0,0
oxgr1a.3,ENSDARG00000040247,protein_coding,0,0,0,0
oxgr1a.2,ENSDARG00000078743,protein_coding,0,0,0,0
mbnl2,ENSDARG00000018460,protein_coding,64,12.1831522641,40.3737224365,97.5914089432
rap2ab,ENSDARG00000040246,protein_coding,0,0,0,0
kpnb3,ENSDARG00000040245,protein_coding,106,27.5133316601,91.1763714077,161.6357710622
CR352215.1,ENSDARG00000082290,snoRNA,0,0,0,
farp1,ENSDARG00000074381,protein_coding,141,28.2990131986,93.780039791,215.006072828
si:ch211-235f1.3,ENSDARG00000095179,protein_coding,0,0,0,0
CR352215.2,ENSDARG00000084484,rRNA,0,0,0,
ggact.3,ENSDARG00000070579,protein_coding,0,0,0,0
ggact.2,ENSDARG00000038248,protein_coding,2,0.9830824874,3.2578349689,3.0497315295
ggact.1,ENSDARG00000070581,protein_coding,2,1.2302261295,4.07684376,3.0497315295
CU986306.1,ENSDARG00000096559,antisense,0,0,0,0
gpc6a,ENSDARG00000103156,protein_coding,12,6.5376687929,21.6651667404,18.2983891769
gpc5a,ENSDARG00000103647,protein_coding,4,2.6937061428,8.9266670708,6.099463059
dre-mir-92a-1,ENSDARG00000104805,miRNA,0,0,0,
dre-mir-19b,ENSDARG00000100273,miRNA,0,0,0,
dre-mir-20a,ENSDARG00000104910,miRNA,0,0,0,
dre-mir-19a,ENSDARG00000099103,miRNA,0,0,0,
dre-mir-18a,ENSDARG00000098078,miRNA,0,0,0,
dre-mir-17a-1,ENSDARG00000104155,miRNA,0,0,0,
CABZ01113467.1,ENSDARG00000117575,lincRNA,0,0,0,0
CABZ01063288.1,ENSDARG00000088916,rRNA,0,0,0,
slitrk6,ENSDARG00000098769,protein_coding,22,6.2270314882,20.6357464356,33.5470468242
FP009765.2,ENSDARG00000104115,rRNA,0,0,0,
FP009765.1,ENSDARG00000102013,lincRNA,0,0,0,0
FO744838.1,ENSDARG00000117775,lincRNA,0,0,0,0
FQ790365.1,ENSDARG00000082581,rRNA,0,0,0,
spry2,ENSDARG00000078308,protein_coding,33,15.8183407635,52.420365891,50.3205702364
ndfip2,ENSDARG00000033928,protein_coding,53,10.6585893061,35.3214764851,80.8178855311
tuba8l2,ENSDARG00000031164,protein_coding,113,76.9919056951,255.1433129132,172.3098314154
stk16,ENSDARG00000037777,protein_coding,10,5.6755277622,18.8081194083,15.2486576474
atic,ENSDARG00000016706,protein_coding,9,3.0156638688,9.9936020958,13.7237918826
mnx2b,ENSDARG00000030350,protein_coding,0,0,0,0
fn1b,ENSDARG00000006526,protein_coding,511,61.4434606508,203.6173538733,779.2064057811
cpo,ENSDARG00000077688,protein_coding,2,1.3703203309,4.5411016368,3.0497315295
nrp2a,ENSDARG00000096546,protein_coding,51,10.3280617398,34.2261418844,77.7681540016
pard3ba_1,ENSDARG00000092671,protein_coding,6,1.8355971979,6.0829816591,9.1491945884
pard3ba_2,ENSDARG00000113935,protein_coding,1,2.0314619666,6.7320575004,1.5248657647
abcb6a,ENSDARG00000063297,protein_coding,13,4.8504510391,16.0738994062,19.8232549416
cnppd1,ENSDARG00000027078,protein_coding,18,3.8815007728,12.8628971746,27.4475837653
prkag3a,ENSDARG00000017537,protein_coding,0,0,0,0
retreg2,ENSDARG00000063270,protein_coding,27,10.8142649758,35.8373697564,41.1713756479
mdh1b,ENSDARG00000018008,protein_coding,1,0.657737387,2.1796745312,1.5248657647
fastkd2,ENSDARG00000074031,protein_coding,6,3.0741341625,10.1873666781,9.1491945884
gtf3c3,ENSDARG00000043247,protein_coding,9,3.3797651681,11.200196619,13.7237918826
LO018629.1,ENSDARG00000113848,protein_coding,7,3.5273989479,11.6894398885,10.6740603532
hecw2b,ENSDARG00000063253,protein_coding,7,5.7091605193,18.9195749307,10.6740603532
klf7a,ENSDARG00000073857,protein_coding,14,5.2076802034,17.257720376,21.3481207063
CU571320.1,ENSDARG00000107682,rRNA,0,0,0,
si:ch211-93g23.2,ENSDARG00000070558,protein_coding,5,5.7950125572,19.2040798168,7.6243288237
ube2f,ENSDARG00000025754,protein_coding,19,8.845663988,29.31362712,28.97244953
AL929396.1,ENSDARG00000096530,lincRNA,0,0,0,0
CU302223.1,ENSDARG00000116636,rRNA,0,0,0,
erbb4a,ENSDARG00000063207,protein_coding,5,1.1934233534,3.9548831186,7.6243288237
CU928069.1,ENSDARG00000095087,processed_transcript,0,0,0,
CU929161.1,ENSDARG00000096610,processed_transcript,0,0,0,
CABZ01075319.1,ENSDARG00000117465,lincRNA,0,0,0,0
CABZ01075316.1,ENSDARG00000102217,snRNA,0,0,0,
