Name,Ensembl ID,Biotype,Total exon reads,RPKM,TPM,CPM
rpl24,ENSDARG00000099104,protein_coding,197,121.8167130178,405.062888458,274.231030969
cep97,ENSDARG00000102407,protein_coding,2,0.8022834862,2.6677395756,2.7840713804
nfkbiz,ENSDARG00000102097,protein_coding,1,0.5411033366,1.799267728,1.3920356902
CU651657.1,ENSDARG00000099319,protein_coding,0,0,0,0
eed,ENSDARG00000099640,protein_coding,5,3.0079968088,10.0021404755,6.960178451
hikeshi,ENSDARG00000104071,protein_coding,14,11.7264579998,38.9926212184,19.4884996628
tmem39a,ENSDARG00000102746,protein_coding,1,0.3424726679,1.138784364,1.3920356902
ildr1a,ENSDARG00000103929,protein_coding,19,7.2948529457,24.2567225124,26.4486781138
si:zfos-1011f11.2,ENSDARG00000101073,protein_coding,0,0,0,0
gpa33a,ENSDARG00000100223,protein_coding,64,17.4170314331,57.9148204369,89.0902841727
FP067451.1,ENSDARG00000096573,antisense,0,0,0,0
f7l,ENSDARG00000100782,protein_coding,3,1.113692477,3.7032315224,4.1761070706
f7,ENSDARG00000034862,protein_coding,5,2.9448105851,9.7920347054,6.960178451
f7i,ENSDARG00000075827,protein_coding,7,3.023116047,10.0524147122,9.7442498314
f10,ENSDARG00000088581,protein_coding,87,33.9906948527,113.0252877183,121.1071050472
prozb,ENSDARG00000076900,protein_coding,3,2.1042115925,6.9968890515,4.1761070706
pcid2,ENSDARG00000013802,protein_coding,0,0,0,0
cul4a,ENSDARG00000096578,protein_coding,27,13.4047887613,44.5733784823,37.5849636353
FO681286.1,ENSDARG00000109848,protein_coding,0,0,0,0
lamp1a,ENSDARG00000100181,protein_coding,5,4.4616100071,14.8356706717,6.960178451
grtp1a,ENSDARG00000029936,protein_coding,3,1.855076848,6.1684703826,4.1761070706
adprhl1,ENSDARG00000041589,protein_coding,0,0,0,0
dcun1d2b,ENSDARG00000041592,protein_coding,9,6.439820166,21.4135818722,12.5283212118
tmco3,ENSDARG00000075108,protein_coding,6,3.199496906,10.6389133826,8.3522141412
tfdp1b,ENSDARG00000016304,protein_coding,15,4.2357506084,14.084646792,20.880535353
grk1a,ENSDARG00000058803,protein_coding,8,2.1014447134,6.9876886714,11.1362855216
cenpe,ENSDARG00000063385,protein_coding,46,5.7869752752,19.2427530045,64.0336417491
gas6,ENSDARG00000007804,protein_coding,2,0.808064065,2.6869610591,2.7840713804
pros1,ENSDARG00000068261,protein_coding,1,0.3978463292,1.3229119329,1.3920356902
rasa3,ENSDARG00000063371,protein_coding,14,5.154130814,17.1384292294,19.4884996628
tpp2,ENSDARG00000078751,protein_coding,54,10.4682229555,34.8087591787,75.1699272707
ENSDARG00000078878,ENSDARG00000078878,protein_coding,3,3.1709299693,10.5439230846,4.1761070706
zgc:92518,ENSDARG00000016343,protein_coding,3,1.9828147699,6.5932223755,4.1761070706
ercc5,ENSDARG00000023678,protein_coding,7,2.1845422636,7.2640032498,9.7442498314
blzf1,ENSDARG00000011299,protein_coding,17,5.9501813353,19.7854430549,23.6646067334
trmt10c,ENSDARG00000041575,protein_coding,6,3.5124147353,11.6794224937,8.3522141412
txnl4b,ENSDARG00000058962,protein_coding,8,5.3271623485,17.7137907821,11.1362855216
si:ch73-41e3.7,ENSDARG00000089799,protein_coding,0,0,0,0
mrpl16,ENSDARG00000075325,protein_coding,17,5.8089647161,19.315871924,23.6646067334
mrpl39,ENSDARG00000041570,protein_coding,9,3.6211828653,12.0410964531,12.5283212118
CU571081.1,ENSDARG00000113329,protein_coding,0,0,0,0
dre-mir-155,ENSDARG00000081781,miRNA,0,0,0,
jam2a,ENSDARG00000058996,protein_coding,1,0.8369461663,2.7829993373,1.3920356902
atp5pf,ENSDARG00000014313,protein_coding,21,14.5097807157,48.2476791729,29.2327494942
appa,ENSDARG00000104279,protein_coding,367,64.2691841515,213.7068118677,510.8770983026
cyyr1,ENSDARG00000103783,protein_coding,15,5.4581581439,18.1493758013,20.880535353
adamts1,ENSDARG00000103519,protein_coding,1,0.3894124524,1.2948677472,1.3920356902
adamts5,ENSDARG00000100307,protein_coding,4,1.5144740152,5.0359035628,5.5681427608
gart,ENSDARG00000101089,protein_coding,10,3.442431243,11.4467145603,13.920356902
n6amt1,ENSDARG00000115421,protein_coding,6,5.5156124402,18.3404218624,8.3522141412
CU611053.1,ENSDARG00000115673,rRNA,0,0,0,
CR450787.2,ENSDARG00000116514,rRNA,0,0,0,
CR450787.1,ENSDARG00000103469,processed_transcript,0,0,0,
CZQB01066256.1,ENSDARG00000117321,lincRNA,0,0,0,0
runx1,ENSDARG00000087646,protein_coding,6,2.8795472154,9.5750220444,8.3522141412
dre-mir-459,ENSDARG00000080051,miRNA,0,0,0,
urp2,ENSDARG00000067781,protein_coding,0,0,0,0
clic6,ENSDARG00000099108,protein_coding,3,3.4742363142,11.5524722492,4.1761070706
atp1a1a.4,ENSDARG00000001870,protein_coding,866,206.3664770196,686.2063438722,1205.5029077114
atp1a1a.1,ENSDARG00000002791,protein_coding,461,114.624123344,381.1462100597,641.7284531812
atp1a1a.2,ENSDARG00000007739,protein_coding,51,16.4110709618,54.5698175708,70.9938202001
atp1a1a.3,ENSDARG00000039131,protein_coding,34,11.0880636577,36.8698430725,47.3292134667
atp1a1a.5,ENSDARG00000040252,protein_coding,6,1.6734541409,5.5645416069,8.3522141412
si:ch211-132g1.3,ENSDARG00000089477,protein_coding,33,11.1298738525,37.0088696301,45.9371777765
si:ch211-132g1.6,ENSDARG00000093102,protein_coding,0,0,0,0
si:ch211-132g1.4,ENSDARG00000095102,protein_coding,0,0,0,0
si:ch211-132g1.1,ENSDARG00000040250,protein_coding,0,0,0,0
si:ch211-132g1.7,ENSDARG00000075505,protein_coding,0,0,0,0
slc5a3a,ENSDARG00000010376,protein_coding,0,0,0,0
oxgr1a.1,ENSDARG00000033684,protein_coding,0,0,0,0
oxgr1a.3,ENSDARG00000040247,protein_coding,0,0,0,0
oxgr1a.2,ENSDARG00000078743,protein_coding,0,0,0,0
mbnl2,ENSDARG00000018460,protein_coding,141,25.9726794998,86.3639177134,196.2770323179
rap2ab,ENSDARG00000040246,protein_coding,3,5.7590944308,19.1500440887,4.1761070706
kpnb3,ENSDARG00000040245,protein_coding,130,32.6511600802,108.5710891875,180.9646397257
CR352215.1,ENSDARG00000082290,snoRNA,0,0,0,
farp1,ENSDARG00000074381,protein_coding,107,20.780399974,69.0986370281,148.9478188512
si:ch211-235f1.3,ENSDARG00000095179,protein_coding,0,0,0,0
CR352215.2,ENSDARG00000084484,rRNA,0,0,0,
ggact.3,ENSDARG00000070579,protein_coding,0,0,0,0
ggact.2,ENSDARG00000038248,protein_coding,0,0,0,0
ggact.1,ENSDARG00000070581,protein_coding,0,0,0,0
CU986306.1,ENSDARG00000096559,antisense,0,0,0,0
gpc6a,ENSDARG00000103156,protein_coding,15,7.907712541,26.2945929471,20.880535353
gpc5a,ENSDARG00000103647,protein_coding,2,1.3032813085,4.333649121,2.7840713804
dre-mir-92a-1,ENSDARG00000104805,miRNA,0,0,0,
dre-mir-19b,ENSDARG00000100273,miRNA,0,0,0,
dre-mir-20a,ENSDARG00000104910,miRNA,0,0,0,
dre-mir-19a,ENSDARG00000099103,miRNA,0,0,0,
dre-mir-18a,ENSDARG00000098078,miRNA,0,0,0,
dre-mir-17a-1,ENSDARG00000104155,miRNA,0,0,0,
CABZ01113467.1,ENSDARG00000117575,lincRNA,0,0,0,0
CABZ01063288.1,ENSDARG00000088916,rRNA,0,0,0,
slitrk6,ENSDARG00000098769,protein_coding,8,2.1911207603,7.2858779566,11.1362855216
FP009765.2,ENSDARG00000104115,rRNA,0,0,0,
FP009765.1,ENSDARG00000102013,lincRNA,0,0,0,0
FO744838.1,ENSDARG00000117775,lincRNA,0,0,0,0
FQ790365.1,ENSDARG00000082581,rRNA,0,0,0,
spry2,ENSDARG00000078308,protein_coding,27,12.5235858432,41.643217337,37.5849636353
ndfip2,ENSDARG00000033928,protein_coding,61,11.8705718085,39.4718260349,84.9141771021
tuba8l2,ENSDARG00000031164,protein_coding,65,42.8546476053,142.4995545586,90.4823198629
stk16,ENSDARG00000037777,protein_coding,3,1.6475759841,5.4784919945,4.1761070706
atic,ENSDARG00000016706,protein_coding,6,1.9454031705,6.4688219533,8.3522141412
mnx2b,ENSDARG00000030350,protein_coding,6,5.5491274463,18.451865398,8.3522141412
fn1b,ENSDARG00000006526,protein_coding,671,78.0719872409,259.6036609099,934.0559481228
cpo,ENSDARG00000077688,protein_coding,13,8.6189309932,28.6595246007,18.0964639726
nrp2a,ENSDARG00000096546,protein_coding,92,18.0282853066,59.9473515523,128.0672834982
pard3ba_1,ENSDARG00000092671,protein_coding,17,5.032606831,16.7343397219,23.6646067334
pard3ba_2,ENSDARG00000113935,protein_coding,6,11.7944553841,39.2187249787,8.3522141412
abcb6a,ENSDARG00000063297,protein_coding,3,1.0831234866,3.6015840289,4.1761070706
cnppd1,ENSDARG00000027078,protein_coding,36,7.511862301,24.9783183766,50.1132848471
prkag3a,ENSDARG00000017537,protein_coding,0,0,0,0
retreg2,ENSDARG00000063270,protein_coding,17,6.5887057056,21.9086535682,23.6646067334
mdh1b,ENSDARG00000018008,protein_coding,0,0,0,0
