Name,Ensembl ID,Biotype,Total exon reads,RPKM,TPM,CPM
rpl24,ENSDARG00000099104,protein_coding,476,108.1438925365,384.7130275171,334.0463427644
cep97,ENSDARG00000102407,protein_coding,0,0,0,0
nfkbiz,ENSDARG00000102097,protein_coding,22,4.373783551,15.5593762361,15.4391166824
CU651657.1,ENSDARG00000099319,protein_coding,0,0,0,0
eed,ENSDARG00000099640,protein_coding,12,2.6524243556,9.4357820879,8.4213363722
hikeshi,ENSDARG00000104071,protein_coding,3,0.9232396882,3.2843494649,2.1053340931
tmem39a,ENSDARG00000102746,protein_coding,16,2.0132619881,7.1620143909,11.2284484963
ildr1a,ENSDARG00000103929,protein_coding,20,2.8212874077,10.0364985451,14.0355606204
si:zfos-1011f11.2,ENSDARG00000101073,protein_coding,4,2.1245787127,7.5580145082,2.8071121241
gpa33a,ENSDARG00000100223,protein_coding,106,10.5987444568,37.7041640746,74.3884712879
FP067451.1,ENSDARG00000096573,antisense,0,0,0,0
f7l,ENSDARG00000100782,protein_coding,12,1.6367399072,5.8225679713,8.4213363722
f7,ENSDARG00000034862,protein_coding,25,5.4098069074,19.2449443496,17.5444507754
f7i,ENSDARG00000075827,protein_coding,32,5.0776311675,18.0632564006,22.4568969926
f10,ENSDARG00000088581,protein_coding,116,16.6514927857,59.236319796,81.406251598
prozb,ENSDARG00000076900,protein_coding,23,5.9272109544,21.0855668085,16.1408947134
pcid2,ENSDARG00000013802,protein_coding,3,0.5347727156,1.9024100726,2.1053340931
cul4a,ENSDARG00000096578,protein_coding,60,10.9446494264,38.9346926319,42.1066818611
FO681286.1,ENSDARG00000109848,protein_coding,0,0,0,0
lamp1a,ENSDARG00000100181,protein_coding,27,8.8519664582,31.4901446186,18.9480068375
grtp1a,ENSDARG00000029936,protein_coding,8,1.8175444124,6.4657651684,5.6142242481
adprhl1,ENSDARG00000041589,protein_coding,9,2.29069093,8.1489450964,6.3160022792
dcun1d2b,ENSDARG00000041592,protein_coding,14,3.6805579513,13.0932830248,9.8248924342
tmco3,ENSDARG00000075108,protein_coding,0,0,0,0
tfdp1b,ENSDARG00000016304,protein_coding,20,2.0750258564,7.3817342864,14.0355606204
grk1a,ENSDARG00000058803,protein_coding,66,6.3698075532,22.660067906,46.3173500472
cenpe,ENSDARG00000063385,protein_coding,145,6.7021816074,23.8424613419,101.7578144976
gas6,ENSDARG00000007804,protein_coding,14,2.0782521007,7.3932113856,9.8248924342
pros1,ENSDARG00000068261,protein_coding,44,6.431650345,22.8800685653,30.8782333648
rasa3,ENSDARG00000063371,protein_coding,56,7.5747764885,26.9466460593,39.299569737
tpp2,ENSDARG00000078751,protein_coding,123,8.7606980024,31.1654645734,86.3186978152
ENSDARG00000078878,ENSDARG00000078878,protein_coding,4,1.553387412,5.5260483061,2.8071121241
zgc:92518,ENSDARG00000016343,protein_coding,13,3.1568840953,11.230356235,9.1231144032
ercc5,ENSDARG00000023678,protein_coding,52,5.9623868326,21.2107021098,36.4924576129
blzf1,ENSDARG00000011299,protein_coding,45,5.7869294519,20.5865268696,31.5800113958
